STOK_KODU,STHAR_CARIKOD,FISNO,STHAR_TARIH,STHAR_GCMIK,STHAR_GCMIK2,STHAR_NF,STHAR_GCKOD,DOLAR_KURU,TUTAR_USD,YIL,AY,STHAR_SIPNUM,STRA_SIPKONT,SIP_INC,AY_BASLANGICI,SIPARIS_TEMSILCISI,TEMSILCI_GRUP
M00001,120.01.0032,FT24503909,2024-03-27,960,80,290.4452,4,30.8333,9043.0603,2024,3,SIP24001833,3,103909,2024-03-01,Cem A.,YURT_ICI
M00001,120.01.0002,FT24503910,2024-04-02,600,50,344.902,4,31.35,6600.9952,2024,4,STKB24000129,1,103910,2024-04-01,Nurhan T.,YURT_ICI
M00031,120.01.0006,FT24503911,2024-04-06,7200,120,152.2136,4,31.35,34958.1474,2024,4,SIP24001834,1,103911,2024-04-01,Selim K.,YURT_ICI
M00004,120.01.0004,FT24503912,2024-04-25,1920,80,527.1718,4,31.35,32286.1198,2024,4,STKB24000130,1,103912,2024-04-01,Nurhan T.,YURT_ICI
M00003,120.01.0006,FT24503913,2024-03-28,1800,30,219.2104,4,30.8333,12797.1615,2024,3,SIP24001835,1,103913,2024-03-01,Selim K.,YURT_ICI
M00017,120.01.0138,FT24503914,2024-04-29,12000,120,315.4724,4,31.35,120754.9856,2024,4,SIP24001836,1,103914,2024-04-01,Elif S.,YURT_DISI
M00037,120.01.0138,FT24503915,2024-04-21,1920,80,315.2809,4,31.35,19309.0695,2024,4,SIP24001836,2,103915,2024-04-01,Elif S.,YURT_DISI
M00007,120.01.0138,FT24503916,2024-03-30,12000,200,209.203,4,30.8333,81419.634,2024,3,SIP24001836,3,103916,2024-03-01,Elif S.,YURT_DISI
M00004,120.01.0002,FT24503917,2024-05-05,288,12,462.7436,4,31.8667,4182.1135,2024,5,SIP24001837,1,103917,2024-05-01,Nurhan T.,YURT_ICI
M00072,120.01.0002,FT24503918,2024-04-18,1200,50,345.0479,4,31.35,13207.5751,2024,4,SIP24001837,2,103918,2024-04-01,Nurhan T.,YURT_ICI
M00252,120.01.0006,FT24503919,2024-04-07,4800,200,154.5623,4,31.35,23665.0411,2024,4,STK24000285,1,103919,2024-04-01,Selim K.,YURT_ICI
M00132,120.01.0016,FT24503920,2024-03-30,288,6,155.3443,4,30.8333,1451.0013,2024,3,SIP24001838,1,103920,2024-03-01,Selim K.,YURT_ICI
M00023,120.01.0003,FT24503921,2024-04-27,576,12,143.0882,4,31.35,2628.9889,2024,4,SIP24001839,1,103921,2024-04-01,Bahar Ö.,YURT_ICI
M00121,120.01.0003,FT24503922,2024-04-01,51.48,4.29,44.4692,4,31.35,73.0231,2024,4,SIP24001839,2,103922,2024-04-01,Bahar Ö.,YURT_ICI
M00003,120.01.0003,FT24503923,2024-04-11,1200,20,182.5378,4,31.35,6987.0928,2024,4,SIP24001839,3,103923,2024-04-01,Bahar Ö.,YURT_ICI
M00116,120.01.0062,FT24503924,2024-04-06,720,12,114.4215,4,31.35,2627.8622,2024,4,SIP24001840,1,103924,2024-04-01,Selim K.,YURT_ICI
M00015,120.01.0062,FT24503925,2024-04-30,4497.98,93.71,255.648,4,31.35,36679.4128,2024,4,SIP24001840,2,103925,2024-04-01,Selim K.,YURT_ICI
M00025,120.01.0062,FT24503926,2024-04-04,10103.78,101.04,221.314,4,31.35,71327.2079,2024,4,SIP24001840,3,103926,2024-04-01,Selim K.,YURT_ICI
M00091,120.01.0012,FT24503927,2024-04-29,600,6,77.5413,4,31.35,1484.044,2024,4,STKB24000131,1,103927,2024-04-01,Cem A.,YURT_ICI
M00086,120.01.0027,FT24503928,2024-05-01,288,6,252.0931,4,31.8667,2278.3286,2024,5,SIP24001841,1,103928,2024-05-01,Deniz Y.,YURT_DISI
M00011,120.01.0027,FT24503929,2024-03-28,5000,50,405.8255,4,30.8333,65809.6117,2024,3,SIP24001841,2,103929,2024-03-01,Deniz Y.,YURT_DISI
M00001,120.01.0075,FT24503930,2024-04-26,360,30,353.3415,4,31.35,4057.51,2024,4,SIP24001842,1,103930,2024-04-01,Nurhan T.,YURT_ICI
M00012,120.01.0075,FT24503931,2024-04-17,3840,80,386.4541,4,31.35,47336.0046,2024,4,SIP24001842,2,103931,2024-04-01,Nurhan T.,YURT_ICI
M00031,120.01.0075,FT24503932,2024-04-22,1200,20,148.4004,4,31.35,5680.3981,2024,4,SIP24001842,3,103932,2024-04-01,Nurhan T.,YURT_ICI
M00007,120.01.0075,FT24503933,2024-05-02,1800,30,231.1204,4,31.8667,13054.9043,2024,5,SIP24001842,4,103933,2024-05-01,Nurhan T.,YURT_ICI
M00021,120.01.0075,FT24503934,2024-03-29,1920,80,599.1524,4,30.8333,37309.4222,2024,3,SIP24001842,5,103934,2024-03-01,Nurhan T.,YURT_ICI
M00004,120.01.0038,FT24503935,2024-04-22,144,6,491.5017,4,31.35,2257.6155,2024,4,STK24000286,1,103935,2024-04-01,Selim K.,YURT_ICI
M00019,120.01.0038,FT24503936,2024-05-02,480,20,379.7864,4,31.8667,5720.626,2024,5,STK24000286,2,103936,2024-05-01,Selim K.,YURT_ICI
M00002,120.01.0038,FT24503937,2024-03-29,960,20,505.5441,4,30.8333,15740.2009,2024,3,STK24000286,3,103937,2024-03-01,Selim K.,YURT_ICI
M00059,120.01.0038,FT24503938,2024-05-09,240,20,71.0521,4,31.8667,535.1199,2024,5,STK24000286,4,103938,2024-05-01,Selim K.,YURT_ICI
M00001,120.01.0038,FT24503939,2024-04-01,72,6,358.6958,4,31.35,823.799,2024,4,STK24000286,5,103939,2024-04-01,Selim K.,YURT_ICI
M00003,120.01.0031,FT24503940,2024-04-07,12000,200,183.196,4,31.35,70122.8708,2024,4,SIP24001843,1,103940,2024-04-01,Pelin R.,BASKILI
M00069,120.01.0015,FT24503941,2024-04-03,1200,12,468.9111,4,31.35,17948.7502,2024,4,SIP24001844,1,103941,2024-04-01,Selim K.,YURT_ICI
M00010,120.01.0009,FT24503942,2024-04-23,720,12,403.5808,4,31.35,9268.8413,2024,4,SIP24001845,1,103942,2024-04-01,Cem A.,YURT_ICI
M00022,120.01.0089,FT24503943,2024-04-16,2000,20,204.6376,4,31.35,13055.0303,2024,4,SIP24001846,1,103943,2024-04-01,Kaan M.,BASKILI
M00077,120.01.0026,FT24503944,2024-04-15,1440,120,150.5896,4,31.35,6917.0343,2024,4,SIP24001847,1,103944,2024-04-01,Elif S.,YURT_DISI
M00027,120.01.0026,FT24503945,2024-04-22,189.25,3.94,254.4116,4,31.35,1535.8021,2024,4,SIP24001847,2,103945,2024-04-01,Elif S.,YURT_DISI
M00003,120.01.0017,FT24503946,2024-04-10,1800,30,197.2971,4,31.35,11328.0632,2024,4,SIP24001848,1,103946,2024-04-01,Nurhan T.,YURT_ICI
M00111,120.01.0111,FT24503947,2024-05-07,12000,200,450.3617,4,31.8667,169592.0946,2024,5,SIP24001849,1,103947,2024-05-01,Kaan M.,BASKILI
M00071,120.01.0033,FT24503948,2024-04-21,8000,80,40.6557,4,31.35,10374.6603,2024,4,STK24000287,1,103948,2024-04-01,Pelin R.,BASKILI
M00008,120.01.0033,FT24503949,2024-05-02,600,50,445.7494,4,31.8667,8392.7624,2024,5,STK24000287,2,103949,2024-05-01,Pelin R.,BASKILI
M00004,120.01.0033,FT24503950,2024-04-21,1030.89,42.95,473.8598,4,31.35,15582.052,2024,4,STK24000287,3,103950,2024-04-01,Pelin R.,BASKILI
M00008,120.01.0033,FT24503951,2024-05-10,2400,200,487.0725,4,31.8667,36683.2461,2024,5,STK24000287,4,103951,2024-05-01,Pelin R.,BASKILI
M00013,120.01.0002,FT24503952,2024-04-29,144,6,177.6712,4,31.35,816.0974,2024,4,SIP24001850,1,103952,2024-04-01,Nurhan T.,YURT_ICI
M00093,120.01.0008,FT24503953,2024-04-04,1200,20,183.9709,4,31.35,7041.9483,2024,4,SIP24001851,1,103953,2024-04-01,Nurhan T.,YURT_ICI
M00181,120.01.0008,FT24503954,2024-05-08,2880,120,319.9291,4,31.8667,28914.0641,2024,5,SIP24001851,2,103954,2024-05-01,Nurhan T.,YURT_ICI
M00006,120.01.0008,FT24503955,2024-05-02,20000,200,117.5083,4,31.8667,73749.9019,2024,5,SIP24001851,3,103955,2024-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0055,FT24503956,2024-05-01,1440,30,488.7479,4,31.8667,22085.6561,2024,5,SIP24001852,1,103956,2024-05-01,Elif S.,YURT_DISI
M00003,120.01.0003,FT24503957,2024-04-20,7200,120,210.6634,4,31.35,48382.0249,2024,4,SIP24001853,1,103957,2024-04-01,Bahar Ö.,YURT_ICI
M00034,120.01.0003,FT24503958,2024-05-09,720,30,219.2477,4,31.8667,4953.7085,2024,5,SIP24001853,2,103958,2024-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT24503959,2024-04-23,960,80,284.1942,4,31.35,8702.5975,2024,4,SIP24001853,3,103959,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT24503960,2024-04-06,72,6,297.5516,4,31.35,683.3721,2024,4,SIP24001853,4,103960,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0100,FT24503961,2024-04-05,1440,120,354.5739,4,31.35,16286.648,2024,4,SIP24001854,1,103961,2024-04-01,Nurhan T.,YURT_ICI
M00315,120.01.0100,FT24503962,2024-04-03,2400,50,304.2003,4,31.35,23288.0612,2024,4,SIP24001854,2,103962,2024-04-01,Nurhan T.,YURT_ICI
M00005,120.01.0008,FT24503963,2024-03-30,288,6,393.431,4,30.8333,3674.8622,2024,3,SIP24001855,1,103963,2024-03-01,Nurhan T.,YURT_ICI
M00003,120.01.0087,FT24503964,2024-04-26,720,12,220.8473,4,31.35,5072.0911,2024,4,SIP24001856,1,103964,2024-04-01,Nurhan T.,YURT_ICI
M00008,120.01.0087,FT24503965,2024-04-24,600,50,546.9142,4,31.35,10467.2574,2024,4,SIP24001856,2,103965,2024-04-01,Nurhan T.,YURT_ICI
M00003,120.01.0076,FT24503966,2024-05-05,4800,80,184.5534,4,31.8667,27798.8094,2024,5,SIP24001857,1,103966,2024-05-01,Kaan M.,BASKILI
M00002,120.01.0034,FT24503967,2024-04-07,2400,50,503.8673,4,31.35,38573.5732,2024,4,SIP24001858,1,103967,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0009,FT24503968,2024-04-16,960,80,316.8838,4,31.35,9703.6188,2024,4,STKB24000132,1,103968,2024-04-01,Cem A.,YURT_ICI
M00025,120.01.0009,FT24503969,2024-04-24,600,6,232.0881,4,31.35,4441.8775,2024,4,STKB24000132,2,103969,2024-04-01,Cem A.,YURT_ICI
M00011,120.01.0009,FT24503970,2024-04-05,1200,12,437.4636,4,31.35,16745.0182,2024,4,STKB24000132,3,103970,2024-04-01,Cem A.,YURT_ICI
M00001,120.01.0131,FT24503971,2024-04-27,960,80,344.9063,4,31.35,10561.724,2024,4,SIP24001859,1,103971,2024-04-01,Deniz Y.,YURT_DISI
M00323,120.01.0131,FT24503972,2024-05-08,3000,30,389.6545,4,31.8667,36682.9166,2024,5,SIP24001859,2,103972,2024-05-01,Deniz Y.,YURT_DISI
M00003,120.01.0010,FT24503973,2024-05-10,720,12,208.5825,4,31.8667,4712.7377,2024,5,SIP24001860,1,103973,2024-05-01,Nurhan T.,YURT_ICI
M00226,120.01.0010,FT24503974,2024-04-18,2400,50,411.2682,4,31.35,31484.6469,2024,4,SIP24001860,2,103974,2024-04-01,Nurhan T.,YURT_ICI
M00002,120.01.0010,FT24503975,2024-04-18,1440,30,438.6127,4,31.35,20146.8034,2024,4,SIP24001860,3,103975,2024-04-01,Nurhan T.,YURT_ICI
M00002,120.01.0010,FT24503976,2024-05-08,3840,80,447.1479,4,31.8667,53882.201,2024,5,SIP24001860,4,103976,2024-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0005,FT24503977,2024-04-13,960,80,326.3581,4,31.35,9993.7409,2024,4,SIP24001861,1,103977,2024-04-01,Elif S.,YURT_DISI
M00013,120.01.0016,FT24503978,2024-04-14,1200,50,178.358,4,31.35,6827.1005,2024,4,SIP24001862,1,103978,2024-04-01,Selim K.,YURT_ICI
M00001,120.01.0005,FT24503979,2024-05-07,360,30,288.4662,4,31.8667,3258.8198,2024,5,STKB24000133,1,103979,2024-05-01,Elif S.,YURT_DISI
M00003,120.01.0005,FT24503980,2024-05-06,3000,50,216.6369,4,31.8667,20394.6659,2024,5,STKB24000133,2,103980,2024-05-01,Elif S.,YURT_DISI
M00001,120.01.0004,FT24503981,2024-04-13,144,12,287.3713,4,31.35,1319.983,2024,4,SIP24001863,1,103981,2024-04-01,Nurhan T.,YURT_ICI
M00008,120.01.0004,FT24503982,2024-05-12,960,80,534.5404,4,31.8667,16103.2923,2024,5,SIP24001863,2,103982,2024-05-01,Nurhan T.,YURT_ICI
M00007,120.01.0004,FT24503983,2024-04-18,1800,30,249.7557,4,31.35,14340.0402,2024,4,SIP24001863,3,103983,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT24503984,2024-04-22,600,50,305.7643,4,31.35,5851.9483,2024,4,SIP24001863,4,103984,2024-04-01,Nurhan T.,YURT_ICI
M00023,120.01.0004,FT24503985,2024-05-10,2400,50,126.6806,4,31.8667,9540.7883,2024,5,SIP24001863,5,103985,2024-05-01,Nurhan T.,YURT_ICI
M00037,120.01.0026,FT24503986,2024-04-30,1920,80,310.8542,4,31.35,19037.9606,2024,4,SIP24001864,1,103986,2024-04-01,Elif S.,YURT_DISI
M00004,120.01.0026,FT24503987,2024-05-01,2880,120,489.5739,4,31.8667,44245.9631,2024,5,SIP24001864,2,103987,2024-05-01,Elif S.,YURT_DISI
M00199,120.01.0039,FT24503988,2024-04-13,12000,120,369.958,4,31.35,141610.7177,2024,4,SIP24001865,1,103988,2024-04-01,Bahar Ö.,YURT_ICI
M00007,120.01.0039,FT24503989,2024-04-24,12000,200,225.638,4,31.35,86368.6124,2024,4,SIP24001865,2,103989,2024-04-01,Bahar Ö.,YURT_ICI
M00005,120.01.0005,FT24503990,2024-04-27,288,6,406.375,4,31.35,3733.2057,2024,4,SIP24001866,1,103990,2024-04-01,Elif S.,YURT_DISI
M00002,120.01.0005,FT24503991,2024-05-04,288,6,420.5176,4,31.8667,3800.4898,2024,5,SIP24001866,2,103991,2024-05-01,Elif S.,YURT_DISI
M00018,120.01.0005,FT24503992,2024-04-21,1200,20,180.6761,4,31.35,6915.8316,2024,4,SIP24001866,3,103992,2024-04-01,Elif S.,YURT_DISI
M00006,120.01.0005,FT24503993,2024-04-24,1200,12,107.4085,4,31.35,4111.3301,2024,4,SIP24001866,4,103993,2024-04-01,Elif S.,YURT_DISI
M00003,120.01.0005,FT24503994,2024-04-11,360,6,185.9058,4,31.35,2134.8034,2024,4,SIP24001866,5,103994,2024-04-01,Elif S.,YURT_DISI
M00007,120.01.0004,FT24503995,2024-04-25,360,6,206.6711,4,31.35,2373.2567,2024,4,SIP24001867,1,103995,2024-04-01,Nurhan T.,YURT_ICI
M00003,120.01.0004,FT24503996,2024-04-04,1800,30,203.5606,4,31.35,11687.69,2024,4,SIP24001867,2,103996,2024-04-01,Nurhan T.,YURT_ICI
M00024,120.01.0004,FT24503997,2024-04-25,3000,30,368.8357,4,31.35,35295.2823,2024,4,SIP24001868,1,103997,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0005,FT24503998,2024-04-24,144,12,316.3584,4,31.35,1453.1295,2024,4,SIP24001869,1,103998,2024-04-01,Elif S.,YURT_DISI
M00005,120.01.0083,FT24503999,2024-05-16,9600,200,435.5001,4,31.8667,131196.5456,2024,5,SIP24001870,1,103999,2024-05-01,Selim K.,YURT_ICI
M00046,120.01.0013,FT24504000,2024-05-09,3000,50,155.0753,4,31.8667,14599.1239,2024,5,SIP24001871,1,104000,2024-05-01,Bahar Ö.,YURT_ICI
M00104,120.01.0039,FT24504001,2024-05-08,720,12,208.4459,4,31.8667,4709.6514,2024,5,SIP24001872,1,104001,2024-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0004,FT24504002,2024-05-01,240,20,305.8469,4,31.8667,2303.447,2024,5,SIP24001873,1,104002,2024-05-01,Nurhan T.,YURT_ICI
M00304,120.01.0004,FT24504003,2024-04-25,2880,120,207.8253,4,31.35,19092.085,2024,4,SIP24001873,2,104003,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0006,FT24504004,2024-05-15,1440,120,363.6242,4,31.8667,16431.5366,2024,5,STKB24000134,1,104004,2024-05-01,Selim K.,YURT_ICI
M00112,120.01.0006,FT24504005,2024-04-26,720,30,501.1613,4,31.35,11509.9246,2024,4,STKB24000134,2,104005,2024-04-01,Selim K.,YURT_ICI
M00042,120.01.0006,FT24504006,2024-04-14,144,12,456.5336,4,31.35,2096.9964,2024,4,STKB24000134,3,104006,2024-04-01,Selim K.,YURT_ICI
M00002,120.01.0006,FT24504007,2024-04-05,3840,80,497.7605,4,31.35,60969.7072,2024,4,STKB24000134,4,104007,2024-04-01,Selim K.,YURT_ICI
M00001,120.01.0001,FT24504008,2024-04-21,144,12,355.5581,4,31.35,1633.1855,2024,4,STK24000288,1,104008,2024-04-01,Bahar Ö.,YURT_ICI
M00006,120.01.0115,FT24504009,2024-05-08,1200,12,108.3271,4,31.8667,4079.2589,2024,5,SIP24001874,1,104009,2024-05-01,Selim K.,YURT_ICI
M00070,120.01.0064,FT24504010,2024-04-23,288,6,167.0687,4,31.35,1534.7938,2024,4,STK24000289,1,104010,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0012,FT24504011,2024-05-03,72,6,333.9244,4,31.8667,754.4728,2024,5,STK24000290,1,104011,2024-05-01,Cem A.,YURT_ICI
M00017,120.01.0012,FT24504012,2024-04-17,3000,30,295.418,4,31.35,28269.6651,2024,4,STK24000290,2,104012,2024-04-01,Cem A.,YURT_ICI
M00041,120.01.0012,FT24504013,2024-04-10,2400,200,200.2128,4,31.35,15327.2957,2024,4,STK24000290,3,104013,2024-04-01,Cem A.,YURT_ICI
M00003,120.01.0024,FT24504014,2024-05-06,360,6,233.1022,4,31.8667,2633.3694,2024,5,SIP24001875,1,104014,2024-05-01,Cem A.,YURT_ICI
M00008,120.01.0096,FT24504015,2024-04-08,72,6,480.8243,4,31.35,1104.2855,2024,4,SIP24001876,1,104015,2024-04-01,Deniz Y.,YURT_DISI
M00017,120.01.0004,FT24504016,2024-04-08,10646.66,106.47,368.5044,4,31.35,125146.4451,2024,4,SIP24001877,1,104016,2024-04-01,Nurhan T.,YURT_ICI
M00055,120.01.0004,FT24504017,2024-04-14,1440,30,398.7073,4,31.35,18313.8281,2024,4,SIP24001877,2,104017,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT24504018,2024-05-11,1440,120,296.2155,4,31.8667,13385.4563,2024,5,SIP24001877,3,104018,2024-05-01,Nurhan T.,YURT_ICI
M00011,120.01.0003,FT24504019,2024-04-16,600,6,412.3848,4,31.35,7892.5321,2024,4,SIP24001878,1,104019,2024-04-01,Bahar Ö.,YURT_ICI
M00115,120.01.0003,FT24504020,2024-04-19,2000,20,435.5397,4,31.35,27785.6268,2024,4,SIP24001878,2,104020,2024-04-01,Bahar Ö.,YURT_ICI
M00015,120.01.0007,FT24504021,2024-05-08,576,12,254.4191,4,31.8667,4598.7003,2024,5,SIP24001879,1,104021,2024-05-01,Bahar Ö.,YURT_ICI
M00005,120.01.0007,FT24504022,2024-04-20,5760,120,378.2689,4,31.35,69500.1233,2024,4,SIP24001879,2,104022,2024-04-01,Bahar Ö.,YURT_ICI
M00007,120.01.0007,FT24504023,2024-04-08,1200,20,255.6785,4,31.35,9786.7368,2024,4,SIP24001879,3,104023,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0007,FT24504024,2024-04-14,939.3,78.27,330.9258,4,31.35,9915.107,2024,4,SIP24001879,4,104024,2024-04-01,Bahar Ö.,YURT_ICI
M00007,120.01.0007,FT24504025,2024-05-15,3000,50,227.8583,4,31.8667,21451.0727,2024,5,SIP24001879,5,104025,2024-05-01,Bahar Ö.,YURT_ICI
M00007,120.01.0024,FT24504026,2024-04-21,7200,120,239.8089,4,31.35,55075.7282,2024,4,SIP24001880,1,104026,2024-04-01,Cem A.,YURT_ICI
M00002,120.01.0001,FT24504027,2024-04-16,2400,50,457.3437,4,31.35,35011.9579,2024,4,STKB24000135,1,104027,2024-04-01,Bahar Ö.,YURT_ICI
M00056,120.01.0001,FT24504028,2024-05-17,1200,50,432.297,4,31.8667,16278.9495,2024,5,STKB24000135,2,104028,2024-05-01,Bahar Ö.,YURT_ICI
M00008,120.01.0001,FT24504029,2024-05-03,600,50,522.1279,4,31.8667,9830.8498,2024,5,STKB24000135,3,104029,2024-05-01,Bahar Ö.,YURT_ICI
M00002,120.01.0001,FT24504030,2024-04-15,1440,30,472.1067,4,31.35,21685.2838,2024,4,STKB24000135,4,104030,2024-04-01,Bahar Ö.,YURT_ICI
M00112,120.01.0001,FT24504031,2024-04-24,1200,50,515.433,4,31.35,19729.4928,2024,4,STKB24000135,5,104031,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0002,FT24504032,2024-04-25,569.1,47.43,323.6087,4,31.35,5874.5043,2024,4,SIP24001881,1,104032,2024-04-01,Nurhan T.,YURT_ICI
M00001,120.01.0060,FT24504033,2024-05-14,600,50,351.1594,4,31.8667,6611.781,2024,5,SIP24001882,1,104033,2024-05-01,Bahar Ö.,YURT_ICI
M00001,120.01.0060,FT24504034,2024-05-07,1440,120,349.5291,4,31.8667,15794.6039,2024,5,SIP24001882,2,104034,2024-05-01,Bahar Ö.,YURT_ICI
M00002,120.01.0060,FT24504035,2024-04-17,3840,80,426.6001,4,31.35,52253.4094,2024,4,SIP24001882,3,104035,2024-04-01,Bahar Ö.,YURT_ICI
M00149,120.01.0035,FT24504036,2024-04-11,4800,80,643.0398,4,31.35,98455.8545,2024,4,SIP24001883,1,104036,2024-04-01,Selim K.,YURT_ICI
M00022,120.01.0028,FT24504037,2024-04-23,12000,120,215.3249,4,31.35,82421.0144,2024,4,SIP24001884,1,104037,2024-04-01,Selim K.,YURT_ICI
M00004,120.01.0019,FT24504038,2024-04-18,2880,120,561.3138,4,31.35,51565.6697,2024,4,SIP24001885,1,104038,2024-04-01,Selim K.,YURT_ICI
M00026,120.01.0019,FT24504039,2024-05-03,72.75,3.03,108.9205,4,31.8667,248.6598,2024,5,SIP24001885,2,104039,2024-05-01,Selim K.,YURT_ICI
M00136,120.01.0052,FT24504040,2024-04-08,144,12,351.895,4,31.35,1616.3598,2024,4,STK24000291,1,104040,2024-04-01,Bahar Ö.,YURT_ICI
M00008,120.01.0052,FT24504041,2024-04-29,72,6,502.0164,4,31.35,1152.9563,2024,4,STK24000291,2,104041,2024-04-01,Bahar Ö.,YURT_ICI
M00022,120.01.0076,FT24504042,2024-05-11,8000,80,236.8927,4,31.8667,59470.9085,2024,5,SIP24001886,1,104042,2024-05-01,Kaan M.,BASKILI
M00043,120.01.0076,FT24504043,2024-05-18,4800,200,499.4973,4,31.8667,75238.0083,2024,5,SIP24001886,2,104043,2024-05-01,Kaan M.,BASKILI
M00028,120.01.0076,FT24504044,2024-05-13,4800,200,285.6421,4,31.8667,43025.5433,2024,5,SIP24001886,3,104044,2024-05-01,Kaan M.,BASKILI
M00002,120.01.0076,FT24504045,2024-04-11,9600,200,453.1083,4,31.35,138750.867,2024,4,SIP24001886,4,104045,2024-04-01,Kaan M.,BASKILI
M00008,120.01.0076,FT24504046,2024-04-12,857.64,71.47,541.9544,4,31.35,14826.2128,2024,4,SIP24001886,5,104046,2024-04-01,Kaan M.,BASKILI
M00001,120.01.0003,FT24504047,2024-04-17,360,30,364.754,4,31.35,4188.5627,2024,4,SIP24001887,1,104047,2024-04-01,Bahar Ö.,YURT_ICI
M00010,120.01.0003,FT24504048,2024-05-05,7200,120,387.0818,4,31.8667,87457.7211,2024,5,SIP24001887,2,104048,2024-05-01,Bahar Ö.,YURT_ICI
M00052,120.01.0003,FT24504049,2024-05-02,2880,120,354.3123,4,31.8667,32021.4965,2024,5,SIP24001887,3,104049,2024-05-01,Bahar Ö.,YURT_ICI
M00010,120.01.0003,FT24504050,2024-05-08,1800,30,381.2266,4,31.8667,21533.6976,2024,5,SIP24001887,4,104050,2024-05-01,Bahar Ö.,YURT_ICI
M00033,120.01.0003,FT24504051,2024-05-15,3000,30,227.1838,4,31.8667,21387.5739,2024,5,SIP24001888,1,104051,2024-05-01,Bahar Ö.,YURT_ICI
M00024,120.01.0004,FT24504052,2024-05-09,12000,120,372.9062,4,31.8667,140424.782,2024,5,SIP24001889,1,104052,2024-05-01,Nurhan T.,YURT_ICI
M00017,120.01.0004,FT24504053,2024-04-08,3000,30,329.231,4,31.35,31505.3589,2024,4,SIP24001890,1,104053,2024-04-01,Nurhan T.,YURT_ICI
M00015,120.01.0004,FT24504054,2024-05-18,2400,50,274.1721,4,31.8667,20648.9232,2024,5,SIP24001890,2,104054,2024-05-01,Nurhan T.,YURT_ICI
M00001,120.01.0014,FT24504055,2024-05-10,144,12,326.9359,4,31.8667,1477.3657,2024,5,SIP24001891,1,104055,2024-05-01,Kaan M.,BASKILI
M00002,120.01.0014,FT24504056,2024-05-01,3840,80,459.762,4,31.8667,55402.2249,2024,5,SIP24001891,2,104056,2024-05-01,Kaan M.,BASKILI
M00002,120.01.0014,FT24504057,2024-04-08,1440,30,424.3351,4,31.35,19490.9902,2024,4,SIP24001891,3,104057,2024-04-01,Kaan M.,BASKILI
M00002,120.01.0015,FT24504058,2024-04-24,2400,50,441.7903,4,31.35,33821.267,2024,4,SIP24001892,1,104058,2024-04-01,Selim K.,YURT_ICI
M00008,120.01.0001,FT24504059,2024-04-07,360,30,463.9629,4,31.35,5327.8036,2024,4,SIP24001893,1,104059,2024-04-01,Bahar Ö.,YURT_ICI
M00025,120.01.0001,FT24504060,2024-04-19,600,6,214.7442,4,31.35,4109.9368,2024,4,SIP24001893,2,104060,2024-04-01,Bahar Ö.,YURT_ICI
M00015,120.01.0001,FT24504061,2024-05-08,576,12,259.2711,4,31.8667,4686.4016,2024,5,SIP24001893,3,104061,2024-05-01,Bahar Ö.,YURT_ICI
M00006,120.01.0011,FT24504062,2024-04-29,600,6,103.6214,4,31.35,1983.1847,2024,4,SIP24001894,1,104062,2024-04-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT24504063,2024-05-05,2400,200,323.8412,4,31.8667,24389.6883,2024,5,SIP24001895,1,104063,2024-05-01,Bahar Ö.,YURT_ICI
M00062,120.01.0003,FT24504064,2024-05-17,720,30,311.6537,4,31.8667,7041.5407,2024,5,SIP24001895,2,104064,2024-05-01,Bahar Ö.,YURT_ICI
M00106,120.01.0013,FT24504065,2024-05-11,72,6,544.1795,4,31.8667,1229.5256,2024,5,SIP24001896,1,104065,2024-05-01,Bahar Ö.,YURT_ICI
M00014,120.01.0004,FT24504066,2024-05-07,20000,200,84.7921,4,31.8667,53216.7435,2024,5,SIP24001897,1,104066,2024-05-01,Nurhan T.,YURT_ICI
M00008,120.01.0002,FT24504067,2024-05-11,600,50,545.7261,4,31.8667,10275.1669,2024,5,SIP24001898,1,104067,2024-05-01,Nurhan T.,YURT_ICI
M00002,120.01.0042,FT24504068,2024-05-20,1440,30,510.5785,4,31.8667,23072.1424,2024,5,SIP24001899,1,104068,2024-05-01,Bahar Ö.,YURT_ICI
M00078,120.01.0129,FT24504069,2024-05-11,1920,80,149.8573,4,31.8667,9029.0496,2024,5,SIP24001900,1,104069,2024-05-01,Deniz Y.,YURT_DISI
M00008,120.01.0129,FT24504070,2024-05-20,600,50,483.8952,4,31.8667,9110.988,2024,5,SIP24001900,2,104070,2024-05-01,Deniz Y.,YURT_DISI
