TAKIPNO,ISEMRINO,STOK_KODU,SIPARIS_NO,SIPKONT,REFISEMRINO,TESLIM_TARIHI,KAPATILDI,OPKODU,MAKINE_ID,MAKINE_KODU,VERIMLILIK,VERIMTAKIP,ISTKODU,ISTISIM,STHAR_CARIKOD,MAMUL,STOK_ADI,KOD_1,KOD_4,PARCA,KALIP,YIL,HAFTA,URETIM,FIRE,GERC_ARIZA,GERC_HATBOS,GERC_ISLEM,GERC_HAZIRLIK,TEO_ISLEM,TEO_HAZIRLIK_TAKIPSIZ,TEO_HAZIRLIK_TAKIPLI,DURUM_ADI,FIREORANI_MINFIRE,FIREORANI_URETIM
901828,IE25901828,M00002,SIP25004744,3,RF901828,2025-11-19,O,OP02,31,MTB-02,0.971,H,MTB,MATBAA,120.01.0008,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,3066,31,16.8,0,14.2,81.4,14,65.1,77.3,TAMAMLANDI,0.0062,0.0099
901829,IE25901829,M00002,SIP25004744,3,RF901829,2025-11-21,E,OP03,41,MNT-09,0.9216,E,MNT,MONTAJ,120.01.0008,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,3029,57,58.4,0,9.8,126,7.9,100.8,119.7,TAMAMLANDI,0.0158,0.0185
901830,IE25901830,M00170,SIP25004903,1,RF901830,2025-10-31,E,OP01,24,KSM-01,0.7721,H,KSM,KESIM,120.01.0001,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,SK01,B1,3 Parça,DIA-050,2025,42,71,1,24.9,0,0.4,103.9,0.4,83.1,98.7,TAMAMLANDI,0.0261,0.027
901831,IE25901831,M00170,SIP25004903,1,RF901831,2025-11-01,E,OP02,45,DJT-01,0.8591,H,DJT,DIJITAL,120.01.0001,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,SK01,B1,3 Parça,DIA-050,2025,42,72,2,2,8.6,0.2,50.8,0.2,40.6,48.3,TAMAMLANDI,0.0107,0.0156
901832,IE25901832,M00170,SIP25004903,1,RF901832,2025-11-19,E,OP03,13,PRS-13,0.8009,E,PRS,PRES,120.01.0001,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,SK01,B1,3 Parça,DIA-050,2025,42,75,1,0,6.6,0.4,78.9,0.4,63.1,75,TAMAMLANDI,0.0105,0.0137
901833,IE25901833,M00170,SIP25004903,1,RF901833,2025-11-23,E,OP04,43,MNT-11,0.8953,E,MNT,MONTAJ,120.01.0001,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,SK01,B1,3 Parça,DIA-050,2025,42,73,1,71.3,13.2,1.2,62.2,1.2,49.8,59.1,TAMAMLANDI,0.0074,0.0102
901834,IE25901834,M00067,STKB25000304,1,RF901834,2025-08-14,E,OP01,27,KSM-04,0.8091,H,KSM,KESIM,120.01.0018,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,185-115,2025,30,2357,61,0,20.4,14.2,134.5,14.3,107.6,127.8,TAMAMLANDI,0.018,0.0252
901835,IE25901835,M00067,STKB25000304,1,RF901835,2025-08-14,E,OP02,3,PRS-03,0.5893,E,PRS,PRES,120.01.0018,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,185-115,2025,30,2400,70,0,41.5,10.3,127.6,8.8,102.1,121.2,TAMAMLANDI,0.0219,0.0281
901836,IE25901836,M00067,STKB25000304,1,RF901836,2025-08-08,E,OP03,33,MNT-01,0.9888,E,MNT,MONTAJ,120.01.0018,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 185-115 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,185-115,2025,30,2337,81,0,14.3,8.6,124.6,7.1,99.7,118.4,TAMAMLANDI,0.0276,0.0337
901837,IE26901837,M00008,STK26000828,1,RF901837,2026-02-17,E,OP01,24,KSM-01,1.0148,H,KSM,KESIM,120.01.0035,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,5,7439,107,71,20.2,25.3,111.8,22,89.4,106.2,TAMAMLANDI,0.009,0.0142
901838,IE26901838,M00008,STK26000828,1,RF901838,2026-03-01,E,OP02,32,MTB-03,1.053,H,MTB,MATBAA,120.01.0035,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,5,7396,73,2.3,5.9,28,84.8,22.9,67.8,80.6,TAMAMLANDI,0.0075,0.0097
901839,IE26901839,M00008,STK26000828,1,RF901839,2026-02-19,E,OP03,34,MNT-02,0.7887,E,MNT,MONTAJ,120.01.0035,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2026,5,7432,145,8.4,19.4,82.3,93.8,67.9,75,89.1,TAMAMLANDI,0.0126,0.0191
901840,IE25901840,M00008,SIP25005357,3,RF901840,2026-01-14,E,OP01,24,KSM-01,0.6277,H,KSM,KESIM,120.01.0005,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2025,50,365,2,82.6,0,4.4,98.1,3.8,78.5,93.2,TAMAMLANDI,0.0047,0.006
901841,IE25901841,M00008,SIP25005357,3,RF901841,2026-01-19,E,OP02,30,MTB-01,0.6609,H,MTB,MATBAA,120.01.0005,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2025,51,379,2,34.7,23,1.7,20.8,1.6,16.6,19.8,TAMAMLANDI,0.0039,0.006
901842,IE25901842,M00008,SIP25005357,3,RF901842,2026-01-09,O,OP03,44,MNT-12,0.711,E,MNT,MONTAJ,120.01.0005,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,SK01,B3,3 Parça,210-255,2025,51,367,11,0,0,3.5,45.9,3.1,36.7,43.6,TAMAMLANDI,0.0202,0.0278
901843,IE25901843,M00001,SIP25005208,1,RF901843,2026-01-10,E,OP01,28,KSM-05,0.9045,H,KSM,KESIM,120.01.0005,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,52,5008,131,0,16.9,28.9,26.2,23,21,24.9,TAMAMLANDI,0.0231,0.0254
901844,IE25901844,M00001,SIP25005208,1,RF901844,2026-01-04,E,OP02,10,PRS-10,0.8633,E,PRS,PRES,120.01.0005,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,52,5137,72,0,17,28.9,112.1,27.6,89.7,106.5,TAMAMLANDI,0.0116,0.0138
901845,IE25901845,M00001,SIP25005208,1,RF901845,2026-01-21,E,OP03,37,MNT-05,0.7016,E,MNT,MONTAJ,120.01.0005,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,52,5201,70,54.8,22.2,34.5,62.7,27.1,50.2,59.6,TAMAMLANDI,0.01,0.0132
901846,IE26901846,M00001,SIP26006156,1,RF901846,2026-05-15,E,OP01,27,KSM-04,0.8431,H,KSM,KESIM,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,19,2986,45,0,13.6,15.8,84.4,12.3,67.5,80.2,TAMAMLANDI,0.0124,0.0148
901847,IE26901847,M00001,SIP26006156,1,RF901847,2026-06-07,E,OP02,22,PRS-22,0.5549,E,PRS,PRES,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,19,3072,103,0,0,21.6,71.5,19,57.2,67.9,TAMAMLANDI,0.0275,0.0323
901848,IE26901848,M00001,SIP26006156,1,RF901848,2026-05-28,E,OP03,34,MNT-02,0.7504,E,MNT,MONTAJ,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,19,3069,92,0,0,24.2,22.4,24,17.9,21.3,TAMAMLANDI,0.0284,0.029
901849,IE25901849,M00009,SIP25004263,1,RF901849,2025-08-06,E,OP01,29,KSM-06,0.7657,H,KSM,KESIM,120.01.0049,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2025,30,244,10,0,0,0.9,135.3,0.9,108.2,128.5,TAMAMLANDI,0.0325,0.038
901850,IE25901850,M00009,SIP25004263,1,RF901850,2025-08-04,E,OP02,23,PRS-23,1.0204,E,PRS,PRES,120.01.0049,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2025,31,240,1,18.9,9.5,0.9,111.6,0.8,89.3,106,TAMAMLANDI,0.0015,0.0023
901851,IE25901851,M00009,SIP25004263,1,RF901851,2025-08-02,E,OP03,44,MNT-12,0.6245,E,MNT,MONTAJ,120.01.0049,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,SK01,B2,3 Parça,245-175,2025,31,248,4,111.8,7.5,0.8,28,0.8,22.4,26.6,TAMAMLANDI,0.0165,0.0177
901852,IE25901852,M00003,STKB25000302,1,RF901852,2025-08-22,E,OP01,27,KSM-04,0.6002,H,KSM,KESIM,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,245,4,0,17.4,0.8,133.9,0.7,107.1,127.2,TAMAMLANDI,0.0103,0.0157
901853,IE25901853,M00003,STKB25000302,1,RF901853,2025-09-19,E,OP02,30,MTB-01,0.7344,H,MTB,MATBAA,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,242,1,13.7,24.9,1.6,130.3,1.5,104.2,123.8,TAMAMLANDI,0.0036,0.0042
901854,IE25901854,M00003,STKB25000302,1,RF901854,2025-08-31,E,OP03,18,PRS-18,0.8386,E,PRS,PRES,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,34,248,3,34.5,21.8,0.8,120.9,0.6,96.7,114.9,TAMAMLANDI,0.0083,0.0127
901855,IE25901855,M00003,STKB25000302,1,RF901855,2025-09-01,E,OP04,37,MNT-05,0.7012,E,MNT,MONTAJ,120.01.0002,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,34,247,2,87.5,10.7,1,70.1,0.9,56.1,66.6,TAMAMLANDI,0.0058,0.0089
901856,IE25901856,M00005,SIP25004901,2,RF901856,2025-11-20,E,OP01,28,KSM-05,0.9311,H,KSM,KESIM,120.01.0005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,44,5575,269,3.6,9.9,32.5,99.2,32.8,79.4,94.2,TAMAMLANDI,0.0314,0.0461
901857,IE25901857,M00005,SIP25004901,2,RF901857,2025-11-18,E,OP02,31,MTB-02,0.7887,H,MTB,MATBAA,120.01.0005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,44,6051,25,79.3,2.2,42.2,54.7,38.1,43.8,52,TAMAMLANDI,0.0025,0.0041
901858,IE25901858,M00005,SIP25004901,2,RF901858,2025-11-22,E,OP03,1,PRS-01,1.0517,E,PRS,PRES,120.01.0005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,44,5830,51,56.3,32.6,20.7,80.7,18.5,64.6,76.7,TAMAMLANDI,0.0083,0.0086
901859,IE25901859,M00005,SIP25004901,2,RF901859,2025-11-10,E,OP04,35,MNT-03,0.6684,E,MNT,MONTAJ,120.01.0005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2025,44,5736,55,42.1,18.3,18.4,56.7,17,45.4,53.9,TAMAMLANDI,0.006,0.0095
901860,IE25901860,M00001,SIP25004974,2,RF901860,2025-11-26,E,OP01,26,KSM-03,1.044,H,KSM,KESIM,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,45,1995,12,0,0,13,107,11,85.6,101.6,TAMAMLANDI,0.0047,0.0059
901861,IE25901861,M00001,SIP25004974,2,RF901861,2025-11-16,E,OP02,32,MTB-03,1.0409,H,MTB,MATBAA,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,46,2052,16,45.1,5.1,23.8,87.2,21,69.8,82.8,TAMAMLANDI,0.005,0.0076
901862,IE25901862,M00001,SIP25004974,2,RF901862,2025-12-01,E,OP03,44,MNT-12,0.7789,E,MNT,MONTAJ,120.01.0003,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,46,2028,18,35.2,6.6,17.1,135.2,13.9,108.2,128.4,TAMAMLANDI,0.0061,0.0085
901863,IE25901863,M00002,SIP25004284,2,RF901863,2025-08-21,E,OP01,27,KSM-04,1.0515,H,KSM,KESIM,120.01.0003,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,30,5005,39,49.8,0,53.8,112.7,46,90.2,107.1,TAMAMLANDI,0.0047,0.0078
901864,IE25901864,M00002,SIP25004284,2,RF901864,2025-08-10,E,OP02,46,DJT-02,0.6722,H,DJT,DIJITAL,120.01.0003,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,30,5045,111,41,10.4,44.4,117.4,45.2,93.9,111.5,TAMAMLANDI,0.0197,0.0216
901865,IE25901865,M00002,SIP25004284,2,RF901865,2025-08-16,E,OP03,23,PRS-23,1.109,E,PRS,PRES,120.01.0003,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,31,4941,117,34.8,0,17.2,35.6,14,28.5,33.8,TAMAMLANDI,0.0145,0.0231
901866,IE25901866,M00002,SIP25004284,2,RF901866,2025-08-17,E,OP04,33,MNT-01,0.6101,E,MNT,MONTAJ,120.01.0003,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,31,5124,61,19.6,22.9,19.3,102.5,17.6,82,97.4,TAMAMLANDI,0.0116,0.0118
901867,IE26901867,M00198,SIP26005649,1,RF901867,2026-03-06,E,OP01,27,KSM-04,0.8131,H,KSM,KESIM,120.01.0071,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,SK16,B1,2 Parça,205-050,2026,5,1967,51,24,0,26.1,131.9,26.3,105.5,125.3,TAMAMLANDI,0.0231,0.025
901868,IE26901868,M00198,SIP26005649,1,RF901868,2026-02-20,E,OP02,30,MTB-01,1.0187,H,MTB,MATBAA,120.01.0071,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,SK16,B1,2 Parça,205-050,2026,5,2012,37,9.3,5.6,6.6,108.4,6.1,86.7,103,TAMAMLANDI,0.0113,0.0178
901869,IE26901869,M00198,SIP26005649,1,RF901869,2026-02-12,E,OP03,8,PRS-08,0.6943,E,PRS,PRES,120.01.0071,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,SK16,B1,2 Parça,205-050,2026,5,1961,48,10,22.5,14.9,19.8,11.9,15.8,18.8,TAMAMLANDI,0.0159,0.024
901870,IE26901870,M00198,SIP26005649,1,RF901870,2026-02-21,E,OP04,47,MNT-13,0.8539,E,MNT,MONTAJ,120.01.0071,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,PLAKA-BARDAK ALTI 205-050 LITOGRAFI 2 PARÇA,SK16,B1,2 Parça,205-050,2026,5,1911,102,7.2,15.1,7.7,126,7.1,100.8,119.7,TAMAMLANDI,0.0457,0.0509
901871,IE25901871,M00004,SIP25004003,1,RF901871,2025-07-31,E,OP01,27,KSM-04,0.767,H,KSM,KESIM,120.01.0005,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,26,978,0,0,17.7,4.1,96.6,3.6,77.3,91.8,TAMAMLANDI,0.0005,0.0006
901872,IE25901872,M00004,SIP25004003,1,RF901872,2025-07-07,E,OP02,32,MTB-03,0.7533,H,MTB,MATBAA,120.01.0005,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,26,966,2,38.4,0,3.2,95.1,2.7,76.1,90.3,TAMAMLANDI,0.0029,0.0029
901873,IE25901873,M00004,SIP25004003,1,RF901873,2025-07-09,E,OP03,11,PRS-11,0.694,E,PRS,PRES,120.01.0005,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,27,966,20,0,10.7,5.4,23.3,5.4,18.6,22.1,TAMAMLANDI,0.0199,0.02
901874,IE25901874,M00004,SIP25004003,1,RF901874,2025-07-12,E,OP04,41,MNT-09,0.6933,E,MNT,MONTAJ,120.01.0005,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,27,971,9,24.3,0,3.6,43.8,2.9,35,41.6,TAMAMLANDI,0.0071,0.0094
901875,IE26901875,M00002,SIP26005838,2,RF901875,2026-03-15,E,OP01,25,KSM-02,0.5776,H,KSM,KESIM,120.01.0006,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,10,1942,90,0,17.6,11.6,24.6,9.5,19.7,23.4,TAMAMLANDI,0.0332,0.0442
901876,IE26901876,M00002,SIP26005838,2,RF901876,2026-03-27,E,OP02,45,DJT-01,0.6332,H,DJT,DIJITAL,120.01.0006,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,10,1914,95,4.6,16.4,26.1,51.8,24,41.4,49.2,TAMAMLANDI,0.0411,0.0475
901877,IE26901877,M00002,SIP26005838,2,RF901877,2026-04-14,E,OP03,12,PRS-12,0.8583,E,PRS,PRES,120.01.0006,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,10,1999,45,0,3.6,6.9,39.7,6.6,31.8,37.7,TAMAMLANDI,0.0154,0.022
901878,IE26901878,M00002,SIP26005838,2,RF901878,2026-04-10,E,OP04,35,MNT-03,0.7045,E,MNT,MONTAJ,120.01.0006,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,11,1994,72,47.5,16.4,9.6,27.9,8.6,22.3,26.5,TAMAMLANDI,0.0338,0.0346
901879,IE26901879,M00057,SIP26006493,1,RF901879,2026-07-21,E,OP01,24,KSM-01,0.7276,H,KSM,KESIM,120.01.0001,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2026,27,9621,9,3.1,29.5,75,65.5,76.8,52.4,62.2,TAMAMLANDI,0.0008,0.0009
901880,IE26901880,M00057,SIP26006493,1,RF901880,2026-07-24,E,OP02,7,PRS-07,0.8032,E,PRS,PRES,120.01.0001,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2026,27,10086,20,52,9.9,170.5,77,178,61.6,73.1,TAMAMLANDI,0.0016,0.0019
901881,IE26901881,M00057,SIP26006493,1,RF901881,2026-07-16,E,OP03,41,MNT-09,1.0787,E,MNT,MONTAJ,120.01.0001,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,KALP KUTU 160-090 LITOGRAFI 3 PARÇA,SK09,B1,3 Parça,160-090,2026,27,9366,492,0,0,117.3,87.1,103.1,69.7,82.7,TAMAMLANDI,0.0381,0.05
901882,IE25901882,M00001,SIP25004664,1,RF901882,2025-10-05,E,OP01,27,KSM-04,0.9989,H,KSM,KESIM,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,38,1212,42,18.6,0,9.7,55.1,8.1,44.1,52.3,TAMAMLANDI,0.0263,0.0338
901883,IE25901883,M00001,SIP25004664,1,RF901883,2025-10-03,E,OP02,32,MTB-03,0.617,H,MTB,MATBAA,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,38,1228,27,0,0,4.8,137.3,4.5,109.8,130.4,TAMAMLANDI,0.0166,0.022
901884,IE25901884,M00001,SIP25004664,1,RF901884,2025-09-26,E,OP03,47,MNT-13,0.8152,E,MNT,MONTAJ,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,38,1238,5,31.2,31.1,12.4,65.4,12.5,52.3,62.1,TAMAMLANDI,0.0028,0.0045
901885,IE25901885,M00029,SIP25004944,3,RF901885,2025-11-12,H,OP01,27,KSM-04,1.0608,H,KSM,KESIM,120.01.0023,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,SK02,B3,2 Parça,DIA-068,2025,43,369,5,42.6,19.9,2.1,37.9,1.9,30.3,36,TAMAMLANDI,0.0083,0.0131
901886,IE25901886,M00029,SIP25004944,3,RF901886,2025-11-16,E,OP02,30,MTB-01,0.6667,H,MTB,MATBAA,120.01.0023,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,SK02,B3,2 Parça,DIA-068,2025,43,368,1,51.3,1.4,2.5,105.4,2.6,84.3,100.1,TAMAMLANDI,0.0026,0.0028
901887,IE25901887,M00029,SIP25004944,3,RF901887,2025-11-25,E,OP03,13,PRS-13,0.7632,E,PRS,PRES,120.01.0023,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,SK02,B3,2 Parça,DIA-068,2025,43,360,5,22.4,8.6,1.5,23.6,1.4,18.9,22.4,TAMAMLANDI,0.0098,0.0143
901888,IE25901888,M00029,SIP25004944,3,RF901888,2025-10-30,E,OP04,43,MNT-11,0.6557,E,MNT,MONTAJ,120.01.0023,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,SK02,B3,2 Parça,DIA-068,2025,43,371,9,36.5,21.9,5.4,41.9,4.3,33.5,39.8,TAMAMLANDI,0.0166,0.024
901889,IE25901889,M00004,STKB25000349,1,RF901889,2025-11-13,H,OP01,25,KSM-02,0.9707,H,KSM,KESIM,120.01.0004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,43,2459,10,6.3,0,22.8,31.4,21.3,25.1,29.8,TAMAMLANDI,0.0025,0.004
901890,IE25901890,M00004,STKB25000349,1,RF901890,2025-11-09,E,OP02,45,DJT-01,0.919,H,DJT,DIJITAL,120.01.0004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,43,2400,84,0,7.1,18,112.1,16.3,89.7,106.5,TAMAMLANDI,0.0289,0.0336
901891,IE25901891,M00004,STKB25000349,1,RF901891,2025-11-22,E,OP03,3,PRS-03,0.9046,E,PRS,PRES,120.01.0004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,43,2407,49,30.3,0,8.4,128.6,7.9,102.9,122.2,TAMAMLANDI,0.0119,0.0199
901892,IE25901892,M00004,STKB25000349,1,RF901892,2025-11-01,E,OP04,36,MNT-04,0.995,E,MNT,MONTAJ,120.01.0004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,SK01,B4,3 Parça,210-255,2025,43,2476,15,6.2,0,14,90.5,11.1,72.4,86,TAMAMLANDI,0.0042,0.006
901893,IE25901893,M00006,SIP25004195,1,RF901893,2025-07-07,H,OP01,25,KSM-02,0.8803,H,KSM,KESIM,120.01.0001,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,26,6074,26,23.9,0,29.4,102.4,29.5,81.9,97.3,TAMAMLANDI,0.0032,0.0042
