INCKEYNO,TAKIP_ID,ISEMRINO,TARIH,YIL,HAFTA,BASLANGICTARIH,BITISTARIHSAAT,DEVAM_EDIYOR,URETILENMIKTAR,FIREMIKTAR,ACIKLAMA,BRUT_SURE,MOLA,NET_SURE,AKTIVITEKODU,AKTIVITE_ADI,ARIZAKODU,ARIZA_ADI,SURE_DAHIL,HAZIRLIK,ISLEM,ARIZA,HATBOS,STDSURE_ISLEM,KONFIGURASYON_ID,STANDARTHAZIRLIK,STANDARTMIKTAR,STANDARTSURE,ADDK
3003005,901176,IE25901176,2025-10-19,2025,42,2025-10-19 16:44:18,2025-10-19 16:53:48,0,997,18,,10.1,0.6,9.5,A02,ISLEM,,,E,0,9.5,0,11.1,7.9,1016,80.4,1000,71.584,277.6
3003006,901176,IE25901176,2025-10-19,2025,42,2025-10-19 16:53:48,2025-10-19 17:38:24,0,0,0,Mekanik Arıza,47.3,2.7,44.6,A03,DURMA,AR03,Mekanik Arıza,H,0,0,44.6,0,8.3,1016,80.4,1000,71.584,329.7
3003007,901177,IE25901177,2025-10-20,2025,43,2025-10-20 17:45:00,2025-10-20 18:28:12,0,0,0,,45.8,2.6,43.2,A01,HAZIRLIK,,,E,43.2,0,0,0,3.8,1017,38.9,1000,75.17,132.6
3003008,901177,IE25901177,2025-10-20,2025,43,2025-10-20 18:28:12,2025-10-20 18:32:18,0,992,10,,4.3,0.2,4.1,A02,ISLEM,,,E,0,4.1,0,5.2,3.5,1017,38.9,1000,75.17,195.6
3003009,901177,IE25901177,2025-10-20,2025,43,2025-10-20 18:32:18,2025-10-20 19:24:42,0,0,0,Ayar / Numune Onayı,55.5,3.1,52.4,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,52.4,0,3.9,1017,38.9,1000,75.17,160.8
3003010,901178,IE25901178,2025-10-21,2025,43,2025-10-21 18:00:00,2025-10-21 18:18:36,0,0,0,,19.7,1.1,18.6,A01,HAZIRLIK,,,E,18.6,0,0,0,3.5,1018,16.7,1000,50.291,261.6
3003011,901178,IE25901178,2025-10-21,2025,43,2025-10-21 18:18:36,2025-10-21 18:22:36,0,947,14,,4.2,0.2,4,A02,ISLEM,,,E,0,4,0,22.5,4.3,1018,16.7,1000,50.291,137.9
3003012,901179,IE25901179,2025-11-29,2025,48,2025-11-29 18:15:00,2025-11-29 20:06:24,0,0,0,,118.1,6.7,111.4,A01,HAZIRLIK,,,E,111.4,0,0,0,4,1019,100.3,1000,175.572,229.2
3003013,901179,IE25901179,2025-11-29,2025,48,2025-11-29 20:06:24,2025-11-29 20:10:30,0,242,8,,4.3,0.2,4.1,A02,ISLEM,,,E,0,4.1,0,12.2,3.4,1019,100.3,1000,175.572,133.6
3003014,901179,IE25901179,2025-11-29,2025,48,2025-11-29 20:10:30,2025-11-29 21:01:36,0,0,0,Kalıp Değişimi,54.2,3.1,51.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,51.1,0,4.1,1019,100.3,1000,175.572,206.4
3003015,901180,IE25901180,2025-11-30,2025,48,2025-11-30 18:15:00,2025-11-30 20:36:18,0,0,0,,149.8,8.5,141.3,A01,HAZIRLIK,,,E,141.3,0,0,0,1,1020,127.2,1000,120.128,135.3
3003016,901180,IE25901180,2025-11-30,2025,48,2025-11-30 20:36:18,2025-11-30 20:37:24,0,248,3,,1.2,0.1,1.1,A02,ISLEM,,,E,0,1.1,0,13.5,1.1,1020,127.2,1000,120.128,270.7
3003017,901181,IE25901181,2025-12-01,2025,49,2025-12-01 11:00:00,2025-12-01 12:52:06,0,0,0,,118.8,6.7,112.1,A01,HAZIRLIK,,,E,112.1,0,0,0,1.7,1021,100.9,1000,129.165,200.4
3003018,901181,IE25901181,2025-12-01,2025,49,2025-12-01 12:52:06,2025-12-01 12:54:00,0,244,10,,2,0.1,1.9,A02,ISLEM,,,E,0,1.9,0,2.2,2,1021,100.9,1000,129.165,245.7
3003019,901181,IE25901181,2025-12-01,2025,49,2025-12-01 12:54:00,2025-12-01 13:13:06,0,0,0,Kalıp Değişimi,20.2,1.1,19.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,19.1,0,1.7,1021,100.9,1000,129.165,320.2
3003020,901182,IE25901182,2025-12-02,2025,49,2025-12-02 10:00:00,2025-12-02 11:12:48,0,0,0,,77.2,4.4,72.8,A01,HAZIRLIK,,,E,72.8,0,0,0,1.4,1022,65.5,1000,184.943,276.8
3003021,901182,IE25901182,2025-12-02,2025,49,2025-12-02 11:12:48,2025-12-02 11:14:18,0,244,7,,1.6,0.1,1.5,A02,ISLEM,,,E,0,1.5,0,5.9,1.2,1022,65.5,1000,184.943,323.9
3003022,901182,IE25901182,2025-12-02,2025,49,2025-12-02 11:14:18,2025-12-02 11:43:42,0,0,0,Malzeme Bekleme,31.2,1.8,29.4,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,29.4,0,1.3,1022,65.5,1000,184.943,88.9
3003023,901183,IE26901183,2026-06-28,2026,26,2026-06-28 09:15:00,2026-06-28 09:57:06,0,0,0,,44.6,2.5,42.1,A01,HAZIRLIK,,,E,42.1,0,0,0,10.5,1023,37.9,1000,107.328,305.5
3003024,901183,IE26901183,2026-06-28,2026,26,2026-06-28 09:57:06,2026-06-28 10:07:48,0,608,8,,11.3,0.6,10.7,A02,ISLEM,,,E,0,10.7,0,6,9.7,1023,37.9,1000,107.328,258
3003025,901183,IE26901183,2026-06-28,2026,26,2026-06-28 10:07:48,2026-06-28 10:21:24,0,0,0,Ayar / Numune Onayı,14.4,0.8,13.6,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,13.6,0,9.3,1023,37.9,1000,107.328,156.3
3003026,901184,IE26901184,2026-06-29,2026,27,2026-06-29 11:15:00,2026-06-29 12:59:54,0,0,0,,111.2,6.3,104.9,A01,HAZIRLIK,,,E,104.9,0,0,0,3.1,1024,94.4,1000,118.982,288.4
3003027,901184,IE26901184,2026-06-29,2026,27,2026-06-29 12:59:54,2026-06-29 13:03:12,0,596,18,,3.5,0.2,3.3,A02,ISLEM,,,E,0,3.3,0,33.8,2.8,1024,94.4,1000,118.982,129.5
3003028,901184,IE26901184,2026-06-29,2026,27,2026-06-29 13:03:12,2026-06-29 13:30:18,0,0,0,Personel Yetersizliği,28.7,1.6,27.1,A03,DURMA,AR12,Personel Yetersizliği,H,0,0,27.1,0,3.3,1024,94.4,1000,118.982,318.6
3003029,901185,IE26901185,2026-06-30,2026,27,2026-06-30 15:30:00,2026-06-30 17:06:18,0,0,0,,102.1,5.8,96.3,A01,HAZIRLIK,,,E,96.3,0,0,0,2.2,1025,86.7,1000,100.172,215.5
3003030,901185,IE26901185,2026-06-30,2026,27,2026-06-30 17:06:18,2026-06-30 17:08:42,0,603,9,,2.5,0.1,2.4,A02,ISLEM,,,E,0,2.4,0,11.3,2.5,1025,86.7,1000,100.172,194.8
3003031,901186,IE26901186,2026-07-01,2026,27,2026-07-01 15:00:00,2026-07-01 16:24:00,0,0,0,,89,5,84,A01,HAZIRLIK,,,E,84,0,0,0,3,1026,75.6,1000,124.483,86
3003032,901186,IE26901186,2026-07-01,2026,27,2026-07-01 16:24:00,2026-07-01 16:27:12,0,614,5,,3.4,0.2,3.2,A02,ISLEM,,,E,0,3.2,0,0,3,1026,75.6,1000,124.483,71.9
3003033,901186,IE26901186,2026-07-01,2026,27,2026-07-01 16:27:12,2026-07-01 17:17:12,0,0,0,Mekanik Arıza,53,3,50,A03,DURMA,AR03,Mekanik Arıza,H,0,0,50,0,3.4,1026,75.6,1000,124.483,329.1
3003034,901187,IE25901187,2025-08-13,2025,33,2025-08-13 15:45:00,2025-08-13 16:04:30,0,0,0,,20.7,1.2,19.5,A01,HAZIRLIK,,,E,19.5,0,0,0,4.7,1027,17.6,1000,91.419,266.6
3003035,901187,IE25901187,2025-08-13,2025,33,2025-08-13 16:04:30,2025-08-13 16:09:30,0,734,6,,5.3,0.3,5,A02,ISLEM,,,E,0,5,0,35.7,5.3,1027,17.6,1000,91.419,305.4
3003036,901187,IE25901187,2025-08-13,2025,33,2025-08-13 16:09:30,2025-08-13 17:05:30,0,0,0,Elektrik Arızası,59.4,3.4,56,A03,DURMA,AR02,Elektrik Arızası,H,0,0,56,0,4.5,1027,17.6,1000,91.419,309.2
3003037,901188,IE25901188,2025-08-14,2025,33,2025-08-14 08:30:00,2025-08-14 09:34:42,0,0,0,,68.6,3.9,64.7,A01,HAZIRLIK,,,E,64.7,0,0,0,3.2,1028,58.2,1000,94.206,318.3
3003038,901188,IE25901188,2025-08-14,2025,33,2025-08-14 09:34:42,2025-08-14 09:37:42,0,739,23,,3.2,0.2,3,A02,ISLEM,,,E,0,3,0,24.1,3,1028,58.2,1000,94.206,153.6
3003039,901188,IE25901188,2025-08-14,2025,33,2025-08-14 09:37:42,2025-08-14 10:36:54,0,0,0,Mekanik Arıza,62.8,3.6,59.2,A03,DURMA,AR03,Mekanik Arıza,H,0,0,59.2,0,2.9,1028,58.2,1000,94.206,71.5
3003040,901189,IE25901189,2025-08-15,2025,33,2025-08-15 19:00:00,2025-08-15 20:13:36,0,0,0,,78,4.4,73.6,A01,HAZIRLIK,,,E,73.6,0,0,0,5.4,1029,66.2,1000,72.124,71.9
3003041,901189,IE25901189,2025-08-15,2025,33,2025-08-15 20:13:36,2025-08-15 20:19:00,0,724,23,,5.7,0.3,5.4,A02,ISLEM,,,E,0,5.4,0,25,5.7,1029,66.2,1000,72.124,186.1
3003042,901189,IE25901189,2025-08-15,2025,33,2025-08-15 20:19:00,2025-08-15 20:26:12,0,0,0,Ayar / Numune Onayı,7.6,0.4,7.2,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,7.2,0,5.6,1029,66.2,1000,72.124,204.3
3003043,901190,IE25901190,2025-08-16,2025,33,2025-08-16 19:00:00,2025-08-16 21:00:00,0,0,0,,127.2,7.2,120,A01,HAZIRLIK,,,E,120,0,0,0,2.6,1030,108,1000,68.399,141.8
3003044,901190,IE25901190,2025-08-16,2025,33,2025-08-16 21:00:00,2025-08-16 21:02:54,0,739,15,,3.1,0.2,2.9,A02,ISLEM,,,E,0,2.9,0,6.7,2.5,1030,108,1000,68.399,223.2
3003045,901190,IE25901190,2025-08-16,2025,33,2025-08-16 21:02:54,2025-08-16 21:49:30,0,0,0,Vardiya Devri,49.4,2.8,46.6,A03,DURMA,AR09,Vardiya Devri,H,0,0,46.6,0,2.9,1030,108,1000,68.399,50
3003046,901195,IE25901195,2025-07-04,2025,27,2025-07-04 07:45:00,2025-07-04 09:27:12,0,0,0,,108.3,6.1,102.2,A01,HAZIRLIK,,,E,102.2,0,0,0,18.3,1035,92,1000,20.195,132.2
3003047,901195,IE25901195,2025-07-04,2025,27,2025-07-04 09:27:12,2025-07-04 09:44:24,0,3144,32,,18.2,1,17.2,A02,ISLEM,,,E,0,17.2,0,0,14.5,1035,92,1000,20.195,123.8
3003048,901195,IE25901195,2025-07-04,2025,27,2025-07-04 09:44:24,2025-07-04 10:12:24,0,0,0,Elektrik Arızası,29.7,1.7,28,A03,DURMA,AR02,Elektrik Arızası,H,0,0,28,0,14,1035,92,1000,20.195,84.9
3003049,901196,IE25901196,2025-07-05,2025,27,2025-07-05 12:45:00,2025-07-05 14:41:30,0,0,0,,123.5,7,116.5,A01,HAZIRLIK,,,E,116.5,0,0,0,30.3,1036,104.9,1000,21.26,163.9
3003050,901196,IE25901196,2025-07-05,2025,27,2025-07-05 14:41:30,2025-07-05 15:09:36,0,3077,48,,29.8,1.7,28.1,A02,ISLEM,,,E,0,28.1,0,11.6,26.2,1036,104.9,1000,21.26,50.1
3003051,901196,IE25901196,2025-07-05,2025,27,2025-07-05 15:09:36,2025-07-05 16:39:42,0,0,0,Planlı Bakım,95.5,5.4,90.1,A03,DURMA,AR08,Planlı Bakım,H,0,0,90.1,0,25.9,1036,104.9,1000,21.26,295.3
3003052,901197,IE25901197,2025-07-06,2025,27,2025-07-06 10:30:00,2025-07-06 12:08:24,0,0,0,,104.3,5.9,98.4,A01,HAZIRLIK,,,E,98.4,0,0,0,13.1,1037,88.6,1000,22.874,98.5
3003053,901197,IE25901197,2025-07-06,2025,27,2025-07-06 12:08:24,2025-07-06 12:23:30,0,2967,76,,16,0.9,15.1,A02,ISLEM,,,E,0,15.1,0,0.7,15.5,1037,88.6,1000,22.874,321.3
3003054,901198,IE25901198,2025-07-07,2025,28,2025-07-07 16:00:00,2025-07-07 16:21:36,0,0,0,,22.9,1.3,21.6,A01,HAZIRLIK,,,E,21.6,0,0,0,11.9,1038,19.4,1000,16.517,164.9
3003055,901198,IE25901198,2025-07-07,2025,28,2025-07-07 16:21:36,2025-07-07 16:34:36,0,2967,139,,13.8,0.8,13,A02,ISLEM,,,E,0,13,0,0,14.1,1038,19.4,1000,16.517,300.8
3003056,901198,IE25901198,2025-07-07,2025,28,2025-07-07 16:34:36,2025-07-07 16:44:36,0,0,0,Ayar / Numune Onayı,10.6,0.6,10,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,10,0,11.7,1038,19.4,1000,16.517,185.5
3003057,901199,IE26901199,2026-04-09,2026,15,2026-04-09 20:00:00,2026-04-09 20:18:48,0,0,0,,19.9,1.1,18.8,A01,HAZIRLIK,,,E,18.8,0,0,0,32.2,1039,16.9,1000,10.098,160.5
3003058,901199,IE26901199,2026-04-09,2026,15,2026-04-09 20:18:48,2026-04-09 20:58:00,0,4664,244,,41.6,2.4,39.2,A02,ISLEM,,,E,0,39.2,0,11.9,31.6,1039,16.9,1000,10.098,178.7
3003059,901200,IE26901200,2026-04-10,2026,15,2026-04-10 09:45:00,2026-04-10 10:53:24,0,0,0,,72.5,4.1,68.4,A01,HAZIRLIK,,,E,68.4,0,0,0,45.5,1000,61.6,1000,12.594,295
3003060,901200,IE26901200,2026-04-10,2026,15,2026-04-10 10:53:24,2026-04-10 11:35:18,0,4917,136,,44.4,2.5,41.9,A02,ISLEM,,,E,0,41.9,0,1.6,40.9,1000,61.6,1000,12.594,181.3
3003061,901200,IE26901200,2026-04-10,2026,15,2026-04-10 11:35:18,2026-04-10 12:25:06,0,0,0,Kalıp Değişimi,52.8,3,49.8,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,49.8,0,40.3,1000,61.6,1000,12.594,291.5
3003062,901201,IE26901201,2026-04-11,2026,15,2026-04-11 18:00:00,2026-04-11 18:56:24,0,0,0,,59.8,3.4,56.4,A01,HAZIRLIK,,,E,56.4,0,0,0,15.6,1001,50.8,1000,12.378,92.5
3003063,901201,IE26901201,2026-04-11,2026,15,2026-04-11 18:56:24,2026-04-11 19:13:30,0,4856,162,,18.1,1,17.1,A02,ISLEM,,,E,0,17.1,0,3,14.3,1001,50.8,1000,12.378,318.9
3003064,901202,IE26901202,2026-07-03,2026,27,2026-07-03 12:15:00,2026-07-03 14:39:24,0,0,0,,153.1,8.7,144.4,A01,HAZIRLIK,,,E,144.4,0,0,0,1.6,1002,130,1000,159.48,186.1
3003065,901202,IE26901202,2026-07-03,2026,27,2026-07-03 14:39:24,2026-07-03 14:41:00,0,238,2,,1.7,0.1,1.6,A02,ISLEM,,,E,0,1.6,0,13.5,1.7,1002,130,1000,159.48,316.4
3003066,901203,IE26901203,2026-07-04,2026,27,2026-07-04 06:15:00,2026-07-04 07:22:48,0,0,0,,71.9,4.1,67.8,A01,HAZIRLIK,,,E,67.8,0,0,0,1.5,1003,61,1000,172.141,237.6
3003067,901203,IE26901203,2026-07-04,2026,27,2026-07-04 07:22:48,2026-07-04 07:24:18,0,246,5,,1.6,0.1,1.5,A02,ISLEM,,,E,0,1.5,0,21.5,1.4,1003,61,1000,172.141,140.8
3003068,901203,IE26901203,2026-07-04,2026,27,2026-07-04 07:24:18,2026-07-04 07:48:00,0,0,0,Kalıp Değişimi,25.1,1.4,23.7,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,23.7,0,1.5,1003,61,1000,172.141,332.6
3003069,901204,IE26901204,2026-07-05,2026,27,2026-07-05 09:45:00,2026-07-05 10:54:48,0,0,0,,74,4.2,69.8,A01,HAZIRLIK,,,E,69.8,0,0,0,0.9,1004,62.8,1000,175.455,156.5
3003070,901204,IE26901204,2026-07-05,2026,27,2026-07-05 10:54:48,2026-07-05 10:55:42,0,236,5,,1,0.1,0.9,A02,ISLEM,,,E,0,0.9,0,0,0.8,1004,62.8,1000,175.455,302.8
3003071,901204,IE26901204,2026-07-05,2026,27,2026-07-05 10:55:42,2026-07-05 11:36:42,0,0,0,Sac Sıkışması,43.5,2.5,41,A03,DURMA,AR07,Sac Sıkışması,H,0,0,41,0,0.7,1004,62.8,1000,175.455,304.2
3003072,901205,IE26901205,2026-05-20,2026,21,2026-05-20 11:15:00,2026-05-20 13:17:36,0,0,0,,130,7.4,122.6,A01,HAZIRLIK,,,E,122.6,0,0,0,26.2,1005,110.3,1000,8.797,52
3003073,901205,IE26901205,2026-05-20,2026,21,2026-05-20 13:17:36,2026-05-20 13:42:18,0,5711,218,,26.2,1.5,24.7,A02,ISLEM,,,E,0,24.7,0,0,23.9,1005,110.3,1000,8.797,304
3003074,901206,IE26901206,2026-05-21,2026,21,2026-05-21 06:00:00,2026-05-21 07:12:00,0,0,0,,76.3,4.3,72,A01,HAZIRLIK,,,E,72,0,0,0,15.6,1006,64.8,1000,13.224,214.3
3003075,901206,IE26901206,2026-05-21,2026,21,2026-05-21 07:12:00,2026-05-21 07:31:30,0,5705,60,,20.7,1.2,19.5,A02,ISLEM,,,E,0,19.5,0,3.2,19.2,1006,64.8,1000,13.224,334.1
3003076,901206,IE26901206,2026-05-21,2026,21,2026-05-21 07:31:30,2026-05-21 07:45:24,0,0,0,Hidrolik Kaçak,14.7,0.8,13.9,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,13.9,0,18.9,1006,64.8,1000,13.224,169.5
3003077,901207,IE26901207,2026-05-22,2026,21,2026-05-22 07:45:00,2026-05-22 08:29:36,0,0,0,,47.3,2.7,44.6,A01,HAZIRLIK,,,E,44.6,0,0,0,17.8,1007,40.1,1000,9.835,296.7
3003078,901207,IE26901207,2026-05-22,2026,21,2026-05-22 08:29:36,2026-05-22 08:51:30,0,5673,110,,23.2,1.3,21.9,A02,ISLEM,,,E,0,21.9,0,18.7,20.4,1007,40.1,1000,9.835,173.4
3003079,901207,IE26901207,2026-05-22,2026,21,2026-05-22 08:51:30,2026-05-22 09:13:18,0,0,0,Malzeme Bekleme,23.1,1.3,21.8,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,21.8,0,21.8,1007,40.1,1000,9.835,278.8
3003080,901208,IE26901208,2026-03-14,2026,11,2026-03-14 06:00:00,2026-03-14 08:24:42,0,0,0,,153.4,8.7,144.7,A01,HAZIRLIK,,,E,144.7,0,0,0,32.4,1008,130.2,1000,14.995,272
3003081,901208,IE26901208,2026-03-14,2026,11,2026-03-14 08:24:42,2026-03-14 08:54:30,0,4716,95,,31.6,1.8,29.8,A02,ISLEM,,,E,0,29.8,0,22.5,29.6,1008,130.2,1000,14.995,122.6
3003082,901208,IE26901208,2026-03-14,2026,11,2026-03-14 08:54:30,2026-03-14 10:19:36,0,0,0,Kalite Duruşu,90.2,5.1,85.1,A03,DURMA,AR11,Kalite Duruşu,H,0,0,85.1,0,30.3,1008,130.2,1000,14.995,205.4
3003083,901209,IE26901209,2026-03-15,2026,11,2026-03-15 12:30:00,2026-03-15 14:51:30,0,0,0,,150,8.5,141.5,A01,HAZIRLIK,,,E,141.5,0,0,0,18.5,1009,127.4,1000,13.86,251.6
3003084,901209,IE26901209,2026-03-15,2026,11,2026-03-15 14:51:30,2026-03-15 15:09:24,0,4884,16,,19,1.1,17.9,A02,ISLEM,,,E,0,17.9,0,19.9,19,1009,127.4,1000,13.86,60.9
3003085,901209,IE26901209,2026-03-15,2026,11,2026-03-15 15:09:24,2026-03-15 15:32:42,0,0,0,Vardiya Devri,24.7,1.4,23.3,A03,DURMA,AR09,Vardiya Devri,H,0,0,23.3,0,14.5,1009,127.4,1000,13.86,228.9
3003086,901210,IE26901210,2026-03-16,2026,12,2026-03-16 11:30:00,2026-03-16 12:36:54,0,0,0,,70.9,4,66.9,A01,HAZIRLIK,,,E,66.9,0,0,0,28,1010,60.2,1000,9.661,48.3
3003087,901210,IE26901210,2026-03-16,2026,12,2026-03-16 12:36:54,2026-03-16 13:05:24,0,4982,20,,30.2,1.7,28.5,A02,ISLEM,,,E,0,28.5,0,0,26.4,1010,60.2,1000,9.661,200.3
3003088,901210,IE26901210,2026-03-16,2026,12,2026-03-16 13:05:24,2026-03-16 13:12:12,0,0,0,Personel Yetersizliği,7.2,0.4,6.8,A03,DURMA,AR12,Personel Yetersizliği,H,0,0,6.8,0,25.7,1010,60.2,1000,9.661,85.4
3003089,901211,IE25901211,2025-12-03,2025,49,2025-12-03 11:00:00,2025-12-03 11:22:54,0,0,0,,24.3,1.4,22.9,A01,HAZIRLIK,,,E,22.9,0,0,0,13.6,1011,20.6,1000,14.977,206.2
3003090,901211,IE25901211,2025-12-03,2025,49,2025-12-03 11:22:54,2025-12-03 11:37:24,0,3855,165,,15.4,0.9,14.5,A02,ISLEM,,,E,0,14.5,0,0,12.6,1011,20.6,1000,14.977,173.7
3003091,901211,IE25901211,2025-12-03,2025,49,2025-12-03 11:37:24,2025-12-03 11:48:06,0,0,0,Elektrik Arızası,11.3,0.6,10.7,A03,DURMA,AR02,Elektrik Arızası,H,0,0,10.7,0,12.1,1011,20.6,1000,14.977,157.6
3003092,901212,IE25901212,2025-12-04,2025,49,2025-12-04 08:00:00,2025-12-04 09:36:12,0,0,0,,102,5.8,96.2,A01,HAZIRLIK,,,E,96.2,0,0,0,20,1012,86.6,1000,19.179,290.6
3003093,901212,IE25901212,2025-12-04,2025,49,2025-12-04 09:36:12,2025-12-04 09:54:54,0,3935,87,,19.8,1.1,18.7,A02,ISLEM,,,E,0,18.7,0,13,15.7,1012,86.6,1000,19.179,208.6
3003094,901212,IE25901212,2025-12-04,2025,49,2025-12-04 09:54:54,2025-12-04 10:51:06,0,0,0,Vardiya Devri,59.6,3.4,56.2,A03,DURMA,AR09,Vardiya Devri,H,0,0,56.2,0,17.5,1012,86.6,1000,19.179,142.7
3003095,901213,IE25901213,2025-12-05,2025,49,2025-12-05 15:30:00,2025-12-05 17:08:24,0,0,0,,104.3,5.9,98.4,A01,HAZIRLIK,,,E,98.4,0,0,0,42.7,1013,88.6,1000,18.097,277.9
3003096,901213,IE25901213,2025-12-05,2025,49,2025-12-05 17:08:24,2025-12-05 17:48:18,0,3813,129,,42.3,2.4,39.9,A02,ISLEM,,,E,0,39.9,0,15.9,43.4,1013,88.6,1000,18.097,258.1
3003097,901213,IE25901213,2025-12-05,2025,49,2025-12-05 17:48:18,2025-12-05 18:30:54,0,0,0,Kalıp Değişimi,45.2,2.6,42.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,42.6,0,42.3,1013,88.6,1000,18.097,226.1
3003098,901214,IE25901214,2025-12-06,2025,49,2025-12-06 20:45:00,2025-12-06 21:17:00,0,0,0,,33.9,1.9,32,A01,HAZIRLIK,,,E,32,0,0,0,13.2,1014,28.8,1000,18.687,137
3003099,901214,IE25901214,2025-12-06,2025,49,2025-12-06 21:17:00,2025-12-06 21:30:18,0,3776,68,,14.1,0.8,13.3,A02,ISLEM,,,E,0,13.3,0,39.2,12.7,1014,28.8,1000,18.687,234.4
3003100,901215,IE26901215,2026-05-11,2026,20,2026-05-11 20:30:00,2026-05-11 21:34:12,0,0,0,,68.1,3.9,64.2,A01,HAZIRLIK,,,E,64.2,0,0,0,2.9,1015,57.8,1000,182.757,182.3
3003101,901215,IE26901215,2026-05-11,2026,20,2026-05-11 21:34:12,2026-05-11 21:36:54,0,372,6,,2.9,0.2,2.7,A02,ISLEM,,,E,0,2.7,0,7.4,2.4,1015,57.8,1000,182.757,121.8
3003102,901215,IE26901215,2026-05-11,2026,20,2026-05-11 21:36:54,2026-05-11 22:19:36,0,0,0,Vardiya Devri,45.3,2.6,42.7,A03,DURMA,AR09,Vardiya Devri,H,0,0,42.7,0,2.7,1015,57.8,1000,182.757,87.8
3003103,901216,IE26901216,2026-05-12,2026,20,2026-05-12 06:45:00,2026-05-12 09:09:42,0,0,0,,153.4,8.7,144.7,A01,HAZIRLIK,,,E,144.7,0,0,0,3.4,1016,130.2,1000,140.74,54.6
3003104,901216,IE26901216,2026-05-12,2026,20,2026-05-12 09:09:42,2026-05-12 09:13:30,0,371,1,,4,0.2,3.8,A02,ISLEM,,,E,0,3.8,0,0,4,1016,130.2,1000,140.74,92.6
3003105,901217,IE26901217,2026-05-13,2026,20,2026-05-13 14:30:00,2026-05-13 16:29:42,0,0,0,,126.9,7.2,119.7,A01,HAZIRLIK,,,E,119.7,0,0,0,1.6,1017,107.7,1000,142.073,159.1
3003106,901217,IE26901217,2026-05-13,2026,20,2026-05-13 16:29:42,2026-05-13 16:31:36,0,377,1,,2,0.1,1.9,A02,ISLEM,,,E,0,1.9,0,0,1.7,1017,107.7,1000,142.073,280.6
3003107,901217,IE26901217,2026-05-13,2026,20,2026-05-13 16:31:36,2026-05-13 16:48:42,0,0,0,Kalıp Değişimi,18.1,1,17.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,17.1,0,1.6,1017,107.7,1000,142.073,284.6
3003108,901218,IE26901218,2026-05-14,2026,20,2026-05-14 17:30:00,2026-05-14 19:25:48,0,0,0,,122.7,6.9,115.8,A01,HAZIRLIK,,,E,115.8,0,0,0,1.4,1018,104.2,1000,128.588,192.2
3003109,901218,IE26901218,2026-05-14,2026,20,2026-05-14 19:25:48,2026-05-14 19:27:18,0,357,5,,1.6,0.1,1.5,A02,ISLEM,,,E,0,1.5,0,17.1,1.4,1018,104.2,1000,128.588,226.9
3003110,901219,IE25901219,2025-08-24,2025,34,2025-08-24 14:00:00,2025-08-24 15:30:00,0,0,0,,95.4,5.4,90,A01,HAZIRLIK,,,E,90,0,0,0,45.4,1019,81,1000,3.926,247.1
3003111,901219,IE25901219,2025-08-24,2025,34,2025-08-24 15:30:00,2025-08-24 16:18:18,0,12237,421,,51.2,2.9,48.3,A02,ISLEM,,,E,0,48.3,0,23.1,44,1019,81,1000,3.926,208.1
3003112,901220,IE25901220,2025-08-25,2025,35,2025-08-25 14:45:00,2025-08-25 15:07:48,0,0,0,,24.2,1.4,22.8,A01,HAZIRLIK,,,E,22.8,0,0,0,46.8,1020,20.5,1000,5.976,203.9
3003113,901220,IE25901220,2025-08-25,2025,35,2025-08-25 15:07:48,2025-08-25 15:55:12,0,11870,446,,50.2,2.8,47.4,A02,ISLEM,,,E,0,47.4,0,0,48.9,1020,20.5,1000,5.976,244.3
3003114,901221,IE25901221,2025-08-26,2025,35,2025-08-26 15:00:00,2025-08-26 16:54:12,0,0,0,,121.1,6.9,114.2,A01,HAZIRLIK,,,E,114.2,0,0,0,123.7,1021,102.8,1000,6.279,280.6
3003115,901221,IE25901221,2025-08-26,2025,35,2025-08-26 16:54:12,2025-08-26 19:25:42,0,11929,211,,160.6,9.1,151.5,A02,ISLEM,,,E,0,151.5,0,28.8,165.5,1021,102.8,1000,6.279,307.4
3003116,901222,IE25901222,2025-08-27,2025,35,2025-08-27 12:45:00,2025-08-27 13:11:24,0,0,0,,28,1.6,26.4,A01,HAZIRLIK,,,E,26.4,0,0,0,41.1,1022,23.8,1000,5.874,297
3003117,901222,IE25901222,2025-08-27,2025,35,2025-08-27 13:11:24,2025-08-27 14:01:06,0,12062,520,,52.7,3,49.7,A02,ISLEM,,,E,0,49.7,0,0,42.6,1022,23.8,1000,5.874,219.4
