INCKEYNO,TAKIP_ID,ISEMRINO,STOK_KODU,STOK_ADI,BASLANGICTARIH,BITISTARIHSAAT,SURE,ACIKLAMA,ARIZA_ADI,DEVAM_EDIYOR
4000522,900799,IE26900799,M00046,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-03-22 17:03:23,2026-03-22 17:35:53,32.5,,Sac Sıkışması,0
4000523,900800,IE25900800,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-21 10:07:06,2025-10-21 11:06:06,59,Bakım çağrıldı,Personel Yetersizliği,0
4000524,900802,IE25900802,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-23 15:02:01,2025-10-23 15:49:13,47.2,Kalıp söküldü,Kalıp Değişimi,0
4000525,900803,IE26900803,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2026-04-25 20:59:57,2026-04-25 21:22:51,22.9,Kalıp söküldü,Mekanik Arıza,0
4000526,900804,IE26900804,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2026-04-26 14:40:37,2026-04-26 15:04:37,24,Operatör müdahalesi,Mekanik Arıza,0
4000527,900805,IE26900805,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2026-04-27 07:41:10,2026-04-27 07:56:04,14.9,Operatör müdahalesi,Kalıp Değişimi,0
4000528,900807,IE25900807,M00033,YUVARLAK KUTU Ø092 MAT LAK 3 PARÇA,2025-07-09 14:01:05,2025-07-09 14:23:05,22,Yedek parça bekleniyor,Kalite Duruşu,0
4000529,900808,IE25900808,M00033,YUVARLAK KUTU Ø092 MAT LAK 3 PARÇA,2025-07-10 21:13:51,2025-07-10 22:14:27,60.6,Bakım çağrıldı,Kalıp Değişimi,0
4000530,900811,IE26900811,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-02-26 12:07:11,2026-02-26 12:53:53,46.7,Operatör müdahalesi,Kalıp Değişimi,0
4000531,900813,IE26900813,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-03-06 14:50:13,2026-03-06 15:06:19,16.1,Operatör müdahalesi,Kalıp Değişimi,0
4000532,900814,IE26900814,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-03-07 19:41:04,2026-03-07 20:43:16,62.2,,Ayar / Numune Onayı,0
4000533,900815,IE26900815,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-03-08 20:57:55,2026-03-08 22:07:01,69.1,Operatör müdahalesi,Elektrik Arızası,0
4000534,900817,IE25900817,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-10-01 15:28:43,2025-10-01 15:46:43,18,Yedek parça bekleniyor,Planlı Bakım,0
4000535,900818,IE25900818,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-10-02 16:32:04,2025-10-02 16:45:10,13.1,Operatör müdahalesi,Kalıp Değişimi,0
4000536,900820,IE26900820,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-07-30 16:39:46,2026-07-30 17:02:34,22.8,,Planlı Bakım,0
4000537,900824,IE25900824,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-06-26 18:35:42,2025-06-26 18:51:06,15.4,Operatör müdahalesi,Ayar / Numune Onayı,0
4000538,900825,IE25900825,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-06-27 17:41:15,2025-06-27 18:17:57,36.7,Bakım çağrıldı,Kalıp Değişimi,0
4000539,900826,IE25900826,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-06-28 20:10:31,2025-06-28 20:21:55,11.4,Operatör müdahalesi,Kalıp Değişimi,0
4000540,900828,IE26900828,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-03-29 18:33:17,2026-03-29 20:08:05,94.8,,Malzeme Bekleme,0
4000541,900829,IE26900829,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-03-30 13:33:47,2026-03-30 13:54:11,20.4,Operatör müdahalesi,Mekanik Arıza,0
4000542,900830,IE26900830,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-03-31 22:01:28,2026-03-31 22:09:58,8.5,Kalıp söküldü,Mekanik Arıza,0
4000543,900831,IE26900831,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-12 15:28:07,2026-05-12 16:18:01,49.9,Operatör müdahalesi,Elektrik Arızası,0
4000544,900832,IE26900832,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-13 17:43:40,2026-05-13 18:44:46,61.1,Bakım çağrıldı,Kalıp Değişimi,0
4000545,900833,IE26900833,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-14 17:51:36,2026-05-14 18:40:42,49.1,,Planlı Bakım,0
4000546,900834,IE26900834,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-01-19 13:08:41,2026-01-19 13:27:23,18.7,Bakım çağrıldı,Vardiya Devri,0
4000547,900835,IE26900835,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-01-20 19:04:18,2026-01-20 19:57:00,52.7,Bakım çağrıldı,Mekanik Arıza,0
4000548,900837,IE26900837,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-01-27 21:36:57,2026-01-27 22:02:57,26,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4000549,900839,IE26900839,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-01-29 18:38:28,2026-01-29 18:55:10,16.7,Bakım çağrıldı,Ayar / Numune Onayı,0
4000550,900840,IE26900840,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2026-01-30 15:36:01,2026-01-30 15:43:13,7.2,Bakım çağrıldı,Personel Yetersizliği,0
4000551,900841,IE26900841,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-23 09:39:51,2026-05-23 11:06:27,86.6,Bakım çağrıldı,Elektrik Arızası,0
4000552,900842,IE26900842,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-24 20:10:44,2026-05-24 21:01:02,50.3,Kalıp söküldü,Kalıp Değişimi,0
4000553,900843,IE26900843,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-25 13:29:37,2026-05-25 14:09:31,39.9,Yedek parça bekleniyor,Kalıp Değişimi,0
4000554,900845,IE26900845,M00102,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-05-06 15:08:16,2026-05-06 15:44:16,36,Yedek parça bekleniyor,Enerji Kesintisi,0
4000555,900847,IE25900847,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,2025-11-24 18:04:35,2025-11-24 18:30:35,26,Kalıp söküldü,Sac Sıkışması,0
4000556,900848,IE25900848,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,2025-11-25 21:18:35,2025-11-25 22:04:23,45.8,,Ayar / Numune Onayı,0
4000557,900850,IE26900850,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-06-03 17:16:55,2026-06-03 17:44:19,27.4,Operatör müdahalesi,Elektrik Arızası,0
4000558,900851,IE26900851,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-06-04 13:09:40,2026-06-04 13:41:10,31.5,Kalıp söküldü,Hidrolik Kaçak,0
4000559,900852,IE26900852,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-06-05 13:36:25,2026-06-05 14:16:13,39.8,Bakım çağrıldı,Mekanik Arıza,0
4000560,900853,IE26900853,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-15 19:36:16,2026-04-15 19:48:16,12,,Kalıp Değişimi,0
4000561,900856,IE25900856,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-06-28 12:20:40,2025-06-28 13:18:22,57.7,Operatör müdahalesi,Malzeme Bekleme,0
4000562,900857,IE25900857,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-06-29 08:51:56,2025-06-29 09:56:14,64.3,Yedek parça bekleniyor,Vardiya Devri,0
4000563,900859,IE26900859,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-02-21 09:29:38,2026-02-21 10:55:50,86.2,,Enerji Kesintisi,0
4000564,900860,IE26900860,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-02-22 09:50:30,2026-02-22 10:45:54,55.4,Bakım çağrıldı,Malzeme Bekleme,0
4000565,900861,IE26900861,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-02-23 09:27:04,2026-02-23 10:19:52,52.8,Operatör müdahalesi,Kalıp Değişimi,0
4000566,900862,IE26900862,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-01-11 08:03:44,2026-01-11 08:35:14,31.5,,Sac Sıkışması,0
4000567,900864,IE26900864,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-01-13 12:47:18,2026-01-13 13:05:18,18,Kalıp söküldü,Vardiya Devri,0
4000568,900865,IE26900865,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-01-14 20:05:44,2026-01-14 20:24:08,18.4,Operatör müdahalesi,Kalite Duruşu,0
4000569,900866,IE26900866,M00066,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2026-04-02 18:43:52,2026-04-02 19:29:52,46,Bakım çağrıldı,Sac Sıkışması,0
4000570,900867,IE26900867,M00066,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2026-04-03 18:25:24,2026-04-03 18:49:30,24.1,Operatör müdahalesi,Kalıp Değişimi,0
4000571,900868,IE26900868,M00066,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2026-04-04 22:34:01,2026-04-04 23:07:01,33,Bakım çağrıldı,Ayar / Numune Onayı,0
4000572,900869,IE26900869,M00066,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2026-04-05 12:11:18,2026-04-05 12:57:12,45.9,Yedek parça bekleniyor,Personel Yetersizliği,0
4000573,900870,IE25900870,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2025-09-08 13:52:02,2025-09-08 14:20:56,28.9,Operatör müdahalesi,Kalite Duruşu,0
4000574,900871,IE25900871,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2025-09-09 18:23:50,2025-09-09 18:50:44,26.9,Bakım çağrıldı,Ayar / Numune Onayı,0
4000575,900872,IE25900872,M00015,YUVARLAK KUTU Ø092 MAT LAK 2 PARÇA,2025-09-10 20:05:34,2025-09-10 20:21:16,15.7,Bakım çağrıldı,Vardiya Devri,0
4000576,900874,IE25900874,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-24 15:23:24,2025-07-24 15:56:18,32.9,Kalıp söküldü,Mekanik Arıza,0
4000577,900875,IE25900875,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-25 17:46:34,2025-07-25 18:28:28,41.9,Bakım çağrıldı,Malzeme Bekleme,0
4000578,900876,IE25900876,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-26 12:16:17,2025-07-26 12:26:23,10.1,Yedek parça bekleniyor,Kalıp Değişimi,0
4000579,900878,IE26900878,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-21 11:16:56,2026-04-21 12:11:38,54.7,Bakım çağrıldı,Personel Yetersizliği,0
4000580,900881,IE26900881,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-04-24 12:00:58,2026-04-24 12:27:52,26.9,Operatör müdahalesi,Ayar / Numune Onayı,0
4000581,900882,IE25900882,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-23 09:41:02,2025-11-23 10:05:32,24.5,Bakım çağrıldı,Ayar / Numune Onayı,0
4000582,900883,IE25900883,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-24 12:36:03,2025-11-24 12:59:57,23.9,Yedek parça bekleniyor,Sac Sıkışması,0
4000583,900885,IE25900885,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-11-26 11:17:16,2025-11-26 11:48:58,31.7,,Kalıp Değişimi,0
4000584,900886,IE25900886,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-07-01 18:24:18,2025-07-01 19:16:30,52.2,Kalıp söküldü,Elektrik Arızası,0
4000585,900889,IE25900889,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-13 13:20:56,2025-07-13 14:43:02,82.1,Yedek parça bekleniyor,Kalıp Değişimi,0
4000586,900891,IE25900891,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2025-07-15 10:47:22,2025-07-15 11:20:46,33.4,Bakım çağrıldı,Kalıp Değişimi,0
4000587,900892,IE26900892,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-05-02 08:58:57,2026-05-02 09:37:45,38.8,Bakım çağrıldı,Hidrolik Kaçak,0
4000588,900893,IE26900893,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-05-03 09:56:10,2026-05-03 10:25:10,29,Operatör müdahalesi,Mekanik Arıza,0
4000589,900894,IE26900894,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-05-04 17:22:38,2026-05-04 17:51:32,28.9,Operatör müdahalesi,Kalite Duruşu,0
4000590,900895,IE26900895,M00019,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,2026-05-05 17:37:04,2026-05-05 18:28:46,51.7,Kalıp söküldü,Malzeme Bekleme,0
4000591,900896,IE26900896,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2026-01-13 15:59:28,2026-01-13 16:39:46,40.3,Operatör müdahalesi,Kalıp Değişimi,0
4000592,900899,IE26900899,M00046,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-05-08 09:22:10,2026-05-08 09:30:28,8.3,Operatör müdahalesi,Mekanik Arıza,0
4000593,900900,IE26900900,M00046,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-05-09 18:50:48,2026-05-09 20:10:36,79.8,,Mekanik Arıza,0
4000594,900901,IE26900901,M00046,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2026-05-10 22:24:36,2026-05-10 22:59:00,34.4,,Vardiya Devri,0
4000595,900902,IE26900902,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-02-25 08:40:03,2026-02-25 09:45:57,65.9,,Kalıp Değişimi,0
4000596,900903,IE26900903,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-02-26 08:11:45,2026-02-26 09:10:21,58.6,Operatör müdahalesi,Ayar / Numune Onayı,0
4000597,900905,IE26900905,M00037,YUVARLAK KUTU 078-095 MAT LAK 3 PARÇA,2026-02-28 18:48:29,2026-02-28 18:54:05,5.6,,Vardiya Devri,0
4000598,900906,IE26900906,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-20 14:03:34,2026-06-20 15:28:40,85.1,Yedek parça bekleniyor,Elektrik Arızası,0
4000599,900907,IE26900907,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-21 19:54:16,2026-06-21 20:53:04,58.8,Bakım çağrıldı,Kalıp Değişimi,0
4000600,900908,IE26900908,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-22 10:39:17,2026-06-22 11:41:29,62.2,Bakım çağrıldı,Elektrik Arızası,0
4000601,900909,IE26900909,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-23 08:16:28,2026-06-23 09:10:28,54,Operatör müdahalesi,Elektrik Arızası,0
4000602,900910,IE26900910,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-13 16:01:38,2026-05-13 16:28:20,26.7,Kalıp söküldü,Kalıp Değişimi,0
4000603,900912,IE26900912,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-15 09:18:29,2026-05-15 09:31:53,13.4,Operatör müdahalesi,Kalite Duruşu,0
4000604,900913,IE26900913,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-05-16 13:03:44,2026-05-16 14:48:56,105.2,Yedek parça bekleniyor,Sac Sıkışması,0
4000605,900914,IE25900914,M00101,YUVARLAK KUTU 094-050 HAM TENEKE 3 PARÇA,2025-06-26 15:52:01,2025-06-26 16:12:01,20,Bakım çağrıldı,Personel Yetersizliği,0
4000606,900918,IE25900918,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-13 15:55:42,2025-11-13 16:03:54,8.2,Bakım çağrıldı,Planlı Bakım,0
4000607,900923,IE25900923,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-06-27 14:35:06,2025-06-27 14:43:18,8.2,,Mekanik Arıza,0
4000608,900925,IE25900925,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-06-29 23:08:21,2025-06-30 00:42:39,94.3,,Mekanik Arıza,0
4000609,900926,IE26900926,M00039,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,2026-07-03 10:55:35,2026-07-03 11:16:35,21,Operatör müdahalesi,Vardiya Devri,0
4000610,900927,IE26900927,M00039,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,2026-07-04 11:20:40,2026-07-04 12:36:16,75.6,Yedek parça bekleniyor,Planlı Bakım,0
4000611,900928,IE26900928,M00039,YUVARLAK KUTU 078-095 HAM TENEKE 2 PARÇA,2026-07-05 22:02:56,2026-07-05 22:49:20,46.4,Kalıp söküldü,Kalıp Değişimi,0
4000612,900929,IE25900929,M00298,YUVARLAK KUTU Ø148 VERNIKLI 2 PARÇA,2025-12-11 15:36:32,2025-12-11 16:48:44,72.2,Yedek parça bekleniyor,Kalıp Değişimi,0
4000613,900930,IE25900930,M00298,YUVARLAK KUTU Ø148 VERNIKLI 2 PARÇA,2025-12-12 21:09:14,2025-12-12 21:59:56,50.7,Kalıp söküldü,Malzeme Bekleme,0
4000614,900931,IE25900931,M00298,YUVARLAK KUTU Ø148 VERNIKLI 2 PARÇA,2025-12-13 08:24:42,2025-12-13 08:35:54,11.2,,Kalıp Değişimi,0
4000615,900933,IE25900933,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-08-07 07:39:16,2025-08-07 08:46:28,67.2,Bakım çağrıldı,Malzeme Bekleme,0
4000616,900934,IE25900934,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-08-08 17:41:57,2025-08-08 17:58:51,16.9,Operatör müdahalesi,Ayar / Numune Onayı,0
4000617,900935,IE25900935,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-12-08 08:14:39,2025-12-08 09:22:21,67.7,Yedek parça bekleniyor,Mekanik Arıza,0
4000618,900936,IE25900936,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2025-12-09 13:03:50,2025-12-09 13:21:08,17.3,Kalıp söküldü,Ayar / Numune Onayı,0
4000619,900938,IE26900938,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,2026-04-25 13:51:08,2026-04-25 14:58:50,67.7,Yedek parça bekleniyor,Kalıp Değişimi,0
4000620,900940,IE26900940,M00230,YUVARLAK KUTU 094-050 LITOGRAFI 2 PARÇA,2026-04-27 22:08:16,2026-04-27 22:56:10,47.9,Operatör müdahalesi,Personel Yetersizliği,0
4000621,900942,IE26900942,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-03-11 23:01:40,2026-03-11 23:10:22,8.7,,Kalıp Değişimi,0
4000622,900945,IE26900945,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-03-14 19:45:51,2026-03-14 20:43:21,57.5,Operatör müdahalesi,Kalite Duruşu,0
4000623,900946,IE25900946,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2025-09-22 21:15:28,2025-09-22 21:31:58,16.5,Operatör müdahalesi,Sac Sıkışması,0
4000624,900947,IE25900947,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2025-09-23 16:08:05,2025-09-23 16:50:23,42.3,Operatör müdahalesi,Kalıp Değişimi,0
4000625,900948,IE25900948,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2025-09-24 11:06:25,2025-09-24 11:23:55,17.5,,Ayar / Numune Onayı,0
4000626,900951,IE25900951,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-31 14:10:59,2025-12-31 14:33:47,22.8,Yedek parça bekleniyor,Kalıp Değişimi,0
4000627,900952,IE26900952,M00156,DIKDORTGEN KUTU 145-095 LITOGRAFI 2 PARÇA,2026-01-10 09:14:18,2026-01-10 09:26:12,11.9,Operatör müdahalesi,Kalıp Değişimi,0
4000628,900953,IE26900953,M00156,DIKDORTGEN KUTU 145-095 LITOGRAFI 2 PARÇA,2026-01-11 09:29:14,2026-01-11 10:53:14,84,Bakım çağrıldı,Kalıp Değişimi,0
4000629,900955,IE26900955,M00156,DIKDORTGEN KUTU 145-095 LITOGRAFI 2 PARÇA,2026-01-13 10:39:12,2026-01-13 11:16:48,37.6,Bakım çağrıldı,Kalıp Değişimi,0
4000630,900956,IE25900956,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-22 15:12:58,2025-07-22 15:31:04,18.1,Kalıp söküldü,Ayar / Numune Onayı,0
4000631,900957,IE25900957,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-23 09:45:51,2025-07-23 09:54:15,8.4,Operatör müdahalesi,Kalıp Değişimi,0
4000632,900958,IE25900958,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-24 21:18:06,2025-07-24 21:42:36,24.5,Bakım çağrıldı,Enerji Kesintisi,0
4000633,900959,IE25900959,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-07-25 12:11:20,2025-07-25 12:54:26,43.1,Yedek parça bekleniyor,Personel Yetersizliği,0
4000634,900960,IE26900960,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-06 21:34:26,2026-06-06 21:56:14,21.8,Bakım çağrıldı,Kalıp Değişimi,0
4000635,900961,IE26900961,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-07 21:58:30,2026-06-07 23:05:06,66.6,Operatör müdahalesi,Kalite Duruşu,0
4000636,900962,IE26900962,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-08 14:51:48,2026-06-08 15:02:24,10.6,Kalıp söküldü,Vardiya Devri,0
4000637,900963,IE26900963,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-29 08:22:30,2026-06-29 08:32:36,10.1,,Hidrolik Kaçak,0
4000638,900964,IE26900964,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-06-30 17:09:05,2026-06-30 17:30:29,21.4,Bakım çağrıldı,Ayar / Numune Onayı,0
4000639,900965,IE26900965,M00014,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-07-01 17:10:32,2026-07-01 18:24:56,74.4,Kalıp söküldü,Hidrolik Kaçak,0
4000640,900966,IE26900966,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,2026-04-16 21:45:40,2026-04-16 22:05:34,19.9,Bakım çağrıldı,Kalıp Değişimi,0
4000641,900967,IE26900967,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,2026-04-17 15:17:14,2026-04-17 16:10:08,52.9,Yedek parça bekleniyor,Hidrolik Kaçak,0
4000642,900969,IE26900969,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2026-02-06 10:36:38,2026-02-06 11:41:26,64.8,,Elektrik Arızası,0
4000643,900970,IE26900970,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2026-02-07 22:18:21,2026-02-07 22:30:33,12.2,Operatör müdahalesi,Kalıp Değişimi,0
4000644,900971,IE26900971,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,2026-02-08 19:13:22,2026-02-08 19:54:22,41,Yedek parça bekleniyor,Kalıp Değişimi,0
4000645,900972,IE26900972,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,2026-05-18 11:36:44,2026-05-18 12:32:56,56.2,Operatör müdahalesi,Mekanik Arıza,0
4000646,900973,IE26900973,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,2026-05-19 08:53:48,2026-05-19 10:08:48,75,Operatör müdahalesi,Kalıp Değişimi,0
4000647,900974,IE26900974,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,2026-05-20 12:54:32,2026-05-20 13:23:32,29,,Mekanik Arıza,0
4000648,900975,IE26900975,M00031,YUVARLAK KUTU 145-095 MAT LAK 2 PARÇA,2026-05-21 20:10:20,2026-05-21 21:01:56,51.6,,Planlı Bakım,0
4000649,900976,IE25900976,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-22 09:47:57,2025-11-22 10:25:51,37.9,Bakım çağrıldı,Planlı Bakım,0
4000650,900977,IE25900977,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-23 19:48:41,2025-11-23 20:47:41,59,Yedek parça bekleniyor,Kalite Duruşu,0
4000651,900978,IE25900978,M00029,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-11-24 17:32:55,2025-11-24 17:56:25,23.5,,Personel Yetersizliği,0
4000652,900979,IE26900979,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-13 08:17:06,2026-05-13 08:50:42,33.6,,Malzeme Bekleme,0
4000653,900980,IE26900980,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-14 10:12:25,2026-05-14 10:37:49,25.4,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4000654,900981,IE26900981,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-15 16:42:55,2026-05-15 17:17:19,34.4,Operatör müdahalesi,Kalıp Değişimi,0
4000655,900982,IE26900982,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-05-16 18:20:29,2026-05-16 18:42:53,22.4,Yedek parça bekleniyor,Kalıp Değişimi,0
4000656,900984,IE25900984,M00109,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,2025-07-14 16:15:49,2025-07-14 16:24:25,8.6,Bakım çağrıldı,Planlı Bakım,0
4000657,900985,IE25900985,M00109,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,2025-07-15 15:46:50,2025-07-15 16:12:20,25.5,Operatör müdahalesi,Vardiya Devri,0
4000658,900986,IE25900986,M00109,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,2025-07-16 11:55:57,2025-07-16 12:42:57,47,,Sac Sıkışması,0
4000659,900987,IE26900987,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-14 12:05:37,2026-02-14 12:33:37,28,Bakım çağrıldı,Mekanik Arıza,0
