TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
900584,IE26900584,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006442,RF900584,3,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,8047,30,TAMAMLANDI,,2026-07-18,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900585,IE26900585,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006442,RF900585,3,OP03,5,PRES 05 · 100 TON EKSANTRİK,PRS,PRES,8074,30,TAMAMLANDI,Acil iş,2026-07-23,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900586,IE26900586,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,SIP26006442,RF900586,3,OP04,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,8053,30,TAMAMLANDI,,2026-07-12,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900587,IE25900587,DIA-092,M00033,YUVARLAK KUTU Ø092 MAT LAK 3 PARÇA,120.01.0017,Toprakçı Ambalaj Ltd. Şti.,SIP25004334,RF900587,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,757,30,TAMAMLANDI,,2025-08-04,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-092,Kalıp DIA-092,B4,Mat Lak
900588,IE25900588,DIA-092,M00033,YUVARLAK KUTU Ø092 MAT LAK 3 PARÇA,120.01.0017,Toprakçı Ambalaj Ltd. Şti.,SIP25004334,RF900588,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,723,30,TAMAMLANDI,Numune onayı bekleniyor,2025-08-06,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-092,Kalıp DIA-092,B4,Mat Lak
900589,IE25900589,DIA-092,M00033,YUVARLAK KUTU Ø092 MAT LAK 3 PARÇA,120.01.0017,Toprakçı Ambalaj Ltd. Şti.,SIP25004334,RF900589,1,OP03,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,728,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-21,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,DIA-092,Kalıp DIA-092,B4,Mat Lak
900590,IE26900590,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900590,3,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,2465,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-14,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900591,IE26900591,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900591,3,OP02,15,PRES 15 · 35 TON DİP,PRS,PRES,2470,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-08,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900592,IE26900592,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900592,3,OP03,47,MANUEL SARIM 01,MNT,MONTAJ,2472,30,TAMAMLANDI,,2026-07-22,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900593,IE26900593,DIA-050,M00201,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP26006184,RF900593,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,618,30,TAMAMLANDI,Numune onayı bekleniyor,2026-06-20,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
900594,IE26900594,DIA-050,M00201,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP26006184,RF900594,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,608,30,TAMAMLANDI,,2026-06-18,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
900595,IE26900595,DIA-050,M00201,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP26006184,RF900595,1,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,636,30,TAMAMLANDI,Numune onayı bekleniyor,2026-07-04,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
900596,IE26900596,DIA-050,M00201,YUVARLAK KUTU Ø050 LITOGRAFI 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP26006184,RF900596,1,OP04,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,604,30,TAMAMLANDI,,2026-06-18,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B1,Litografi
900597,IE25900597,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25005112,RF900597,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,6067,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-30,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900598,IE25900598,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25005112,RF900598,1,OP02,22,PRES 22 · 60 TON TRANSFER,PRS,PRES,5985,30,TAMAMLANDI,Numune onayı bekleniyor,2025-12-28,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900599,IE25900599,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0061,Yaylalı Şekerleme Gıda San. A.Ş.,SIP25005112,RF900599,1,OP03,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,6016,30,TAMAMLANDI,Acil iş,2025-12-05,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900600,IE25900600,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004579,RF900600,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,20069,30,TAMAMLANDI,Acil iş,2025-10-24,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900601,IE25900601,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004579,RF900601,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,20450,30,TAMAMLANDI,Acil iş,2025-10-30,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900602,IE25900602,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004579,RF900602,1,OP03,2,PRES 02 · 63 TON EKSANTRİK,PRS,PRES,20230,30,TAMAMLANDI,,2025-10-31,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900603,IE25900603,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0001,Nordwind Oy,SIP25004579,RF900603,1,OP04,47,MANUEL SARIM 01,MNT,MONTAJ,20458,30,TAMAMLANDI,Numune onayı bekleniyor,2025-10-29,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900604,IE26900604,DIA-050,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,120.01.0014,Nilüferli Ambalaj A.Ş.,SIP26005743,RF900604,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,3971,30,TAMAMLANDI,Acil iş,2026-03-10,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B3,Ham Teneke
900605,IE26900605,DIA-050,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,120.01.0014,Nilüferli Ambalaj A.Ş.,SIP26005743,RF900605,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,4042,30,TAMAMLANDI,,2026-04-12,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B3,Ham Teneke
900606,IE26900606,DIA-050,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,120.01.0014,Nilüferli Ambalaj A.Ş.,SIP26005743,RF900606,1,OP03,17,PRES 17 · 16 TON KULP,PRS,PRES,3869,30,TAMAMLANDI,Acil iş,2026-03-15,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B3,Ham Teneke
900607,IE26900607,DIA-050,M00041,YUVARLAK KUTU Ø050 HAM TENEKE 3 PARÇA,120.01.0014,Nilüferli Ambalaj A.Ş.,SIP26005743,RF900607,1,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,4020,30,TAMAMLANDI,,2026-03-27,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,DIA-050,Kalıp DIA-050,B3,Ham Teneke
900608,IE25900608,245-175,M00158,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005246,RF900608,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,4984,30,TAMAMLANDI,,2026-01-25,,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,245-175,Kalıp 245-175,B1,Litografi
900609,IE25900609,245-175,M00158,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005246,RF900609,2,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,4836,30,TAMAMLANDI,Numune onayı bekleniyor,2025-12-23,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,245-175,Kalıp 245-175,B1,Litografi
900610,IE25900610,245-175,M00158,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005246,RF900610,2,OP03,2,PRES 02 · 63 TON EKSANTRİK,PRS,PRES,5060,30,TAMAMLANDI,Acil iş,2026-01-23,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,245-175,Kalıp 245-175,B1,Litografi
900611,IE25900611,245-175,M00158,YUVARLAK KUTU 245-175 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005246,RF900611,2,OP04,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,4976,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-18,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA3,Kozmetik,245-175,Kalıp 245-175,B1,Litografi
900612,IE25900612,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005440,RF900612,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,5866,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-21,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900613,IE25900613,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005440,RF900613,2,OP02,19,PRES 19 · 20 TON HALKA,PRS,PRES,5904,30,TAMAMLANDI,,2026-01-27,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900614,IE25900614,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25005440,RF900614,2,OP03,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,6010,30,TAMAMLANDI,Acil iş,2026-01-17,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900615,IE25900615,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004799,RF900615,2,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,5134,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-11-26,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900616,IE25900616,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004799,RF900616,2,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,5159,30,TAMAMLANDI,,2025-11-07,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900617,IE25900617,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004799,RF900617,2,OP03,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,5168,30,TAMAMLANDI,Acil iş,2025-11-22,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900618,IE25900618,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004799,RF900618,2,OP04,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,5265,30,TAMAMLANDI,Acil iş,2025-11-03,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900619,IE25900619,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25004626,RF900619,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,966,30,TAMAMLANDI,,2025-11-01,,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
900620,IE25900620,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25004626,RF900620,1,OP02,45,DİJİTAL BASKI 01,DJT,DIJITAL,960,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-09-30,,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
900621,IE25900621,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25004626,RF900621,1,OP03,21,PRES 21 · 45 TON ÇOK KADEMELİ,PRS,PRES,987,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-01,Fazla üretim,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
900622,IE25900622,135-145,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25004626,RF900622,1,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,1004,30,TAMAMLANDI,,2025-10-05,Fazla üretim,01,Mamul,SK07,Sekizgen Kutu,KA3,Kozmetik,135-145,Kalıp 135-145,B3,Ham Teneke
900623,IE25900623,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP25005249,RF900623,3,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,601,30,TAMAMLANDI,,2026-01-04,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900624,IE25900624,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP25005249,RF900624,3,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,580,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-02,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900625,IE25900625,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP25005249,RF900625,3,OP03,15,PRES 15 · 35 TON DİP,PRS,PRES,576,30,TAMAMLANDI,,2025-12-17,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900626,IE25900626,210-255,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,120.01.0053,Bozkırlı Süt San. Tic. Ltd. Şti.,SIP25005249,RF900626,3,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,597,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-28,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,210-255,Kalıp 210-255,B4,Mat Lak
900627,IE25900627,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,SIP25004673,RF900627,4,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,2005,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-31,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900628,IE25900628,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,SIP25004673,RF900628,4,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,2013,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-27,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900629,IE25900629,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0032,Jalezade Bisküvi Ltd. Şti.,SIP25004673,RF900629,4,OP03,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,2052,30,TAMAMLANDI,Acil iş,2025-10-18,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900630,IE26900630,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP26006334,RF900630,1,OP01,27,KESİM HATTI 04 · DİLİMLEME,KSM,KESIM,243,30,TAMAMLANDI,,2026-06-30,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900631,IE26900631,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP26006334,RF900631,1,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,253,30,TAMAMLANDI,,2026-07-01,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900632,IE26900632,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP26006334,RF900632,1,OP03,10,PRES 10 · 100 TON DERİN ÇEKME,PRS,PRES,251,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-13,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900633,IE26900633,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0008,Narlıcan Makine San. Tic. Ltd. Şti.,SIP26006334,RF900633,1,OP04,47,MANUEL SARIM 01,MNT,MONTAJ,247,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-06-22,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900634,IE25900634,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0013,Fjordholm Trading B.V.,SIP25004264,RF900634,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,152,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-29,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
900635,IE25900635,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0013,Fjordholm Trading B.V.,SIP25004264,RF900635,2,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,145,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-12,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
900636,IE25900636,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0013,Fjordholm Trading B.V.,SIP25004264,RF900636,2,OP03,21,PRES 21 · 45 TON ÇOK KADEMELİ,PRS,PRES,149,30,TAMAMLANDI,,2025-08-10,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
900637,IE25900637,245-175,M00028,YUVARLAK KUTU 245-175 MAT LAK 3 PARÇA,120.01.0013,Fjordholm Trading B.V.,SIP25004264,RF900637,2,OP04,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,152,30,TAMAMLANDI,Acil iş,2025-08-14,,01,Mamul,SK01,Yuvarlak Kutu,KA2,Boya-Kimya,245-175,Kalıp 245-175,B4,Mat Lak
900638,IE25900638,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP25005046,RF900638,2,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,4864,30,TAMAMLANDI,,2025-12-09,,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
900639,IE25900639,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP25005046,RF900639,2,OP02,5,PRES 05 · 100 TON EKSANTRİK,PRS,PRES,4994,30,TAMAMLANDI,,2025-11-30,Kısmi üretim,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
900640,IE25900640,295-165,M00017,OVAL KUTU 295-165 VERNIKLI 2 PARÇA,120.01.0030,Pınarbaşlı Salça San. ve Tic. A.Ş.,SIP25005046,RF900640,2,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,4805,30,TAMAMLANDI,Acil iş,2025-12-20,,01,Mamul,SK05,Oval Kutu,KA4,Hediyelik,295-165,Kalıp 295-165,B2,Vernikli
900641,IE26900641,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB26000405,RF900641,3,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,12591,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-05-12,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900642,IE26900642,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB26000405,RF900642,3,OP02,10,PRES 10 · 100 TON DERİN ÇEKME,PRS,PRES,12569,30,TAMAMLANDI,,2026-04-21,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900643,IE26900643,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0002,Zümrütlü Kozmetik Gıda San. A.Ş.,STKB26000405,RF900643,3,OP03,38,MONTAJ HATTI 06 · YARI OTOMATİK,MNT,MONTAJ,12664,30,TAMAMLANDI,Acil iş,2026-04-25,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900644,IE25900644,135-145,M00052,YUVARLAK KUTU 135-145 LITOGRAFI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004361,RF900644,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,8087,30,TAMAMLANDI,Acil iş,2025-08-08,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,135-145,Kalıp 135-145,B1,Litografi
900645,IE25900645,135-145,M00052,YUVARLAK KUTU 135-145 LITOGRAFI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004361,RF900645,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,8468,30,TAMAMLANDI,,2025-09-01,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,135-145,Kalıp 135-145,B1,Litografi
900646,IE25900646,135-145,M00052,YUVARLAK KUTU 135-145 LITOGRAFI 2 PARÇA,120.01.0009,Narlıcan Kozmetik Koll. Şti.,SIP25004361,RF900646,1,OP03,1,PRES 01 · 63 TON EKSANTRİK,PRS,PRES,8020,30,TAMAMLANDI,,2025-08-27,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,135-145,Kalıp 135-145,B1,Litografi
